source	target	prediction
neha likes rachael <eos>	like ( neha , rachael ) <eos>	like ( neha , rachael ) <eos>
yvette sees quinn <eos>	see ( yvettte , quinn ) <eos>	see ( yvettte , quinn ) <eos>
grace dislikes alice <eos>	dislike ( grace , alice ) <eos>	dislike ( grace , alice ) <eos>
oswald meets yvette <eos>	meet ( oswald , yvettte ) <eos>	meet ( oswald , yvettte ) <eos>
quinn throws himself <eos>	throw ( quinn , quinn ) <eos>	throw ( quinn , quinn ) <eos>
winnifred knows grace <eos>	know ( winnifred , grace ) <eos>	know ( winnifred , grace ) <eos>
grace dislikes grace <eos>	dislike ( grace , grace ) <eos>	dislike ( grace , grace ) <eos>
zelda sees oswald <eos>	see ( zelda , oswald ) <eos>	see ( zelda , oswald ) <eos>
bob sees neha <eos>	see ( bob , neha ) <eos>	see ( bob , neha ) <eos>
claire notices herself <eos>	notice ( claire , claire ) <eos>	notice ( claire , claire ) <eos>
claire throws john <eos>	throw ( claire , john ) <eos>	throw ( claire , john ) <eos>
quinn sees samuel <eos>	see ( quinn , samuel ) <eos>	see ( quinn , samuel ) <eos>
ursula dislikes neha <eos>	dislike ( ursula , neha ) <eos>	dislike ( ursula , neha ) <eos>
alice likes patricia <eos>	like ( alice , patricia ) <eos>	like ( alice , patricia ) <eos>
patricia meets herself <eos>	meet ( patricia , patricia ) <eos>	meet ( patricia , patricia ) <eos>
alice notices herself <eos>	notice ( alice , alice ) <eos>	notice ( alice , alice ) <eos>
eliza knows herself <eos>	know ( eliza , eliza ) <eos>	know ( eliza , eliza ) <eos>
xerxes sees neha <eos>	see ( xerxes , neha ) <eos>	see ( xerxes , neha ) <eos>
winnifred sees henry <eos>	see ( winnifred , henry ) <eos>	see ( winnifred , henry ) <eos>
grace meets herself <eos>	meet ( grace , grace ) <eos>	meet ( grace , grace ) <eos>
tracy sees daniel <eos>	see ( tracy , daniel ) <eos>	see ( tracy , daniel ) <eos>
victor notices samuel <eos>	notice ( victor , samuel ) <eos>	notice ( victor , samuel ) <eos>
xerxes knows tracy <eos>	know ( xerxes , tracy ) <eos>	know ( xerxes , tracy ) <eos>
zelda meets lewis <eos>	meet ( zelda , lewis ) <eos>	meet ( zelda , lewis ) <eos>
yvette sees john <eos>	see ( yvettte , john ) <eos>	see ( yvettte , john ) <eos>
john meets winnifred <eos>	meet ( john , winnifred ) <eos>	meet ( john , winnifred ) <eos>
henry sees samuel <eos>	see ( henry , samuel ) <eos>	see ( henry , samuel ) <eos>
oswald dislikes ursula <eos>	dislike ( oswald , ursula ) <eos>	dislike ( oswald , ursula ) <eos>
francis notices isla <eos>	notice ( francis , isla ) <eos>	notice ( francis , isla ) <eos>
eliza likes eliza <eos>	like ( eliza , eliza ) <eos>	like ( eliza , eliza ) <eos>
neha throws xerxes <eos>	throw ( neha , xerxes ) <eos>	throw ( neha , xerxes ) <eos>
rachael dislikes ursula <eos>	dislike ( rachael , ursula ) <eos>	dislike ( rachael , ursula ) <eos>
grace notices isla <eos>	notice ( grace , isla ) <eos>	notice ( grace , isla ) <eos>
bob meets john <eos>	meet ( bob , john ) <eos>	meet ( bob , john ) <eos>
neha throws francis <eos>	throw ( neha , francis ) <eos>	throw ( neha , francis ) <eos>
daniel dislikes tracy <eos>	dislike ( daniel , tracy ) <eos>	dislike ( daniel , tracy ) <eos>
victor likes yvette <eos>	like ( victor , yvettte ) <eos>	like ( victor , yvettte ) <eos>
isla knows isla <eos>	know ( isla , isla ) <eos>	know ( isla , isla ) <eos>
patricia likes alice <eos>	like ( patricia , alice ) <eos>	like ( patricia , alice ) <eos>
eliza meets tracy <eos>	meet ( eliza , tracy ) <eos>	meet ( eliza , tracy ) <eos>
francis likes bob <eos>	like ( francis , bob ) <eos>	like ( francis , bob ) <eos>
winnifred dislikes patricia <eos>	dislike ( winnifred , patricia ) <eos>	dislike ( winnifred , patricia ) <eos>
katherine dislikes katherine <eos>	dislike ( katherine , katherine ) <eos>	dislike ( katherine , katherine ) <eos>
isla meets herself <eos>	meet ( isla , isla ) <eos>	meet ( isla , zelda ) <eos>
winnifred likes claire <eos>	like ( winnifred , claire ) <eos>	like ( winnifred , claire ) <eos>
isla likes henry <eos>	like ( isla , henry ) <eos>	like ( isla , henry ) <eos>
john likes alice <eos>	like ( john , alice ) <eos>	like ( john , alice ) <eos>
henry knows francis <eos>	know ( henry , francis ) <eos>	know ( henry , francis ) <eos>
samuel dislikes oswald <eos>	dislike ( samuel , oswald ) <eos>	dislike ( samuel , oswald ) <eos>
oswald knows francis <eos>	know ( oswald , francis ) <eos>	know ( oswald , francis ) <eos>
victor dislikes claire <eos>	dislike ( victor , claire ) <eos>	dislike ( victor , claire ) <eos>
isla dislikes herself <eos>	dislike ( isla , isla ) <eos>	dislike ( isla , zelda ) <eos>
isla notices herself <eos>	notice ( isla , isla ) <eos>	notice ( isla , victor ) <eos>
katherine knows herself <eos>	know ( katherine , katherine ) <eos>	know ( katherine , katherine ) <eos>
margaret likes samuel <eos>	like ( margaret , samuel ) <eos>	like ( margaret , samuel ) <eos>
grace knows herself <eos>	know ( grace , grace ) <eos>	know ( grace , grace ) <eos>
patricia meets bob <eos>	meet ( patricia , bob ) <eos>	meet ( patricia , bob ) <eos>
grace meets bob <eos>	meet ( grace , bob ) <eos>	meet ( grace , bob ) <eos>
daniel dislikes john <eos>	dislike ( daniel , john ) <eos>	dislike ( daniel , john ) <eos>
eliza likes bob <eos>	like ( eliza , bob ) <eos>	like ( eliza , bob ) <eos>
katherine throws herself <eos>	throw ( katherine , katherine ) <eos>	throw ( katherine , katherine ) <eos>
grace dislikes herself <eos>	dislike ( grace , grace ) <eos>	dislike ( grace , grace ) <eos>
rachael notices ursula <eos>	notice ( rachael , ursula ) <eos>	notice ( rachael , ursula ) <eos>
tracy meets daniel <eos>	meet ( tracy , daniel ) <eos>	meet ( tracy , daniel ) <eos>
zelda dislikes herself <eos>	dislike ( zelda , zelda ) <eos>	dislike ( zelda , zelda ) <eos>
victor notices henry <eos>	notice ( victor , henry ) <eos>	notice ( victor , henry ) <eos>
patricia meets yvette <eos>	meet ( patricia , yvettte ) <eos>	meet ( patricia , yvettte ) <eos>
alice dislikes alice <eos>	dislike ( alice , alice ) <eos>	dislike ( alice , alice ) <eos>
isla likes grace <eos>	like ( isla , grace ) <eos>	like ( isla , grace ) <eos>
claire sees claire <eos>	see ( claire , claire ) <eos>	see ( claire , claire ) <eos>
claire throws claire <eos>	throw ( claire , claire ) <eos>	throw ( claire , claire ) <eos>
patricia sees john <eos>	see ( patricia , john ) <eos>	see ( patricia , john ) <eos>
grace notices quinn <eos>	notice ( grace , quinn ) <eos>	notice ( grace , quinn ) <eos>
henry dislikes zelda <eos>	dislike ( henry , zelda ) <eos>	dislike ( henry , zelda ) <eos>
claire likes herself <eos>	like ( claire , claire ) <eos>	like ( claire , claire ) <eos>
samuel knows francis <eos>	know ( samuel , francis ) <eos>	know ( samuel , francis ) <eos>
ursula likes alice <eos>	like ( ursula , alice ) <eos>	like ( ursula , alice ) <eos>
samuel knows victor <eos>	know ( samuel , victor ) <eos>	know ( samuel , victor ) <eos>
grace likes winnifred <eos>	like ( grace , winnifred ) <eos>	like ( grace , winnifred ) <eos>
francis sees lewis <eos>	see ( francis , lewis ) <eos>	see ( francis , lewis ) <eos>
samuel dislikes victor <eos>	dislike ( samuel , victor ) <eos>	dislike ( samuel , victor ) <eos>
isla throws herself <eos>	throw ( isla , isla ) <eos>	throw ( isla , victor ) <eos>
xerxes likes john <eos>	like ( xerxes , john ) <eos>	like ( xerxes , john ) <eos>
yvette dislikes patricia <eos>	dislike ( yvettte , patricia ) <eos>	dislike ( yvettte , patricia ) <eos>
zelda likes henry <eos>	like ( zelda , henry ) <eos>	like ( zelda , henry ) <eos>
alice meets alice <eos>	meet ( alice , alice ) <eos>	meet ( alice , alice ) <eos>
zelda knows zelda <eos>	know ( zelda , zelda ) <eos>	know ( zelda , zelda ) <eos>
henry notices tracy <eos>	notice ( henry , tracy ) <eos>	notice ( henry , tracy ) <eos>
winnifred likes rachael <eos>	like ( winnifred , rachael ) <eos>	like ( winnifred , rachael ) <eos>
xerxes likes daniel <eos>	like ( xerxes , daniel ) <eos>	like ( xerxes , daniel ) <eos>
lewis dislikes patricia <eos>	dislike ( lewis , patricia ) <eos>	dislike ( lewis , patricia ) <eos>
winnifred dislikes claire <eos>	dislike ( winnifred , claire ) <eos>	dislike ( winnifred , claire ) <eos>
claire likes henry <eos>	like ( claire , henry ) <eos>	like ( claire , henry ) <eos>
yvette throws bob <eos>	throw ( yvettte , bob ) <eos>	throw ( yvettte , bob ) <eos>
katherine likes victor <eos>	like ( katherine , victor ) <eos>	like ( katherine , victor ) <eos>
eliza dislikes herself <eos>	dislike ( eliza , eliza ) <eos>	dislike ( eliza , eliza ) <eos>
john likes neha <eos>	like ( john , neha ) <eos>	like ( john , neha ) <eos>
patricia throws zelda <eos>	throw ( patricia , zelda ) <eos>	throw ( patricia , zelda ) <eos>
samuel likes victor <eos>	like ( samuel , victor ) <eos>	like ( samuel , victor ) <eos>
francis meets patricia <eos>	meet ( francis , patricia ) <eos>	meet ( francis , patricia ) <eos>
zelda likes zelda <eos>	like ( zelda , zelda ) <eos>	like ( zelda , zelda ) <eos>
samuel throws neha <eos>	throw ( samuel , neha ) <eos>	throw ( samuel , neha ) <eos>
xerxes throws alice <eos>	throw ( xerxes , alice ) <eos>	throw ( xerxes , alice ) <eos>
francis sees ursula <eos>	see ( francis , ursula ) <eos>	see ( francis , ursula ) <eos>
eliza notices claire <eos>	notice ( eliza , claire ) <eos>	notice ( eliza , claire ) <eos>
winnifred likes tracy <eos>	like ( winnifred , tracy ) <eos>	like ( winnifred , tracy ) <eos>
quinn knows grace <eos>	know ( quinn , grace ) <eos>	know ( quinn , grace ) <eos>
john throws tracy <eos>	throw ( john , tracy ) <eos>	throw ( john , tracy ) <eos>
lewis throws francis <eos>	throw ( lewis , francis ) <eos>	throw ( lewis , francis ) <eos>
tracy meets tracy <eos>	meet ( tracy , tracy ) <eos>	meet ( tracy , tracy ) <eos>
oswald sees grace <eos>	see ( oswald , grace ) <eos>	see ( oswald , grace ) <eos>
eliza dislikes eliza <eos>	dislike ( eliza , eliza ) <eos>	dislike ( eliza , eliza ) <eos>
claire sees eliza <eos>	see ( claire , eliza ) <eos>	see ( claire , eliza ) <eos>
oswald notices winnifred <eos>	notice ( oswald , winnifred ) <eos>	notice ( oswald , winnifred ) <eos>
claire sees john <eos>	see ( claire , john ) <eos>	see ( claire , john ) <eos>
yvette throws eliza <eos>	throw ( yvettte , eliza ) <eos>	throw ( yvettte , eliza ) <eos>
ursula likes bob <eos>	like ( ursula , bob ) <eos>	like ( ursula , bob ) <eos>
daniel likes francis <eos>	like ( daniel , francis ) <eos>	like ( daniel , francis ) <eos>
winnifred likes francis <eos>	like ( winnifred , francis ) <eos>	like ( winnifred , francis ) <eos>
tracy notices grace <eos>	notice ( tracy , grace ) <eos>	notice ( tracy , grace ) <eos>
rachael knows neha <eos>	know ( rachael , neha ) <eos>	know ( rachael , neha ) <eos>
margaret knows alice <eos>	know ( margaret , alice ) <eos>	know ( margaret , alice ) <eos>
henry likes zelda <eos>	like ( henry , zelda ) <eos>	like ( henry , zelda ) <eos>
katherine knows katherine <eos>	know ( katherine , katherine ) <eos>	know ( katherine , katherine ) <eos>
daniel knows katherine <eos>	know ( daniel , katherine ) <eos>	know ( daniel , katherine ) <eos>
yvette knows claire <eos>	know ( yvettte , claire ) <eos>	know ( yvettte , claire ) <eos>
daniel dislikes patricia <eos>	dislike ( daniel , patricia ) <eos>	dislike ( daniel , patricia ) <eos>
alice throws grace <eos>	throw ( alice , grace ) <eos>	throw ( alice , grace ) <eos>
quinn sees lewis <eos>	see ( quinn , lewis ) <eos>	see ( quinn , lewis ) <eos>
quinn dislikes himself <eos>	dislike ( quinn , quinn ) <eos>	dislike ( quinn , quinn ) <eos>
zelda sees alice <eos>	see ( zelda , alice ) <eos>	see ( zelda , alice ) <eos>
yvette sees yvette <eos>	see ( yvettte , yvettte ) <eos>	see ( yvettte , yvettte ) <eos>
katherine notices katherine <eos>	notice ( katherine , katherine ) <eos>	notice ( katherine , katherine ) <eos>
eliza dislikes bob <eos>	dislike ( eliza , bob ) <eos>	dislike ( eliza , bob ) <eos>
oswald sleeps <eos>	sleep ( oswald ) <eos>	slumber ( oswald ) <eos>
daniel dances <eos>	dance ( daniel ) <eos>	sleep ( daniel ) <eos>
neha dances <eos>	dance ( neha ) <eos>	sleep ( neha ) <eos>
quinn likes zelda <eos>	like ( quinn , zelda ) <eos>	like ( quinn , zelda ) <eos>
daniel sees eliza <eos>	see ( daniel , eliza ) <eos>	see ( daniel , eliza ) <eos>
neha meets tracy <eos>	meet ( neha , tracy ) <eos>	meet ( neha , tracy ) <eos>
quinn notices claire <eos>	notice ( quinn , claire ) <eos>	notice ( quinn , claire ) <eos>
alice notices alice <eos>	notice ( alice , alice ) <eos>	notice ( alice , alice ) <eos>
daniel knows john <eos>	know ( daniel , john ) <eos>	know ( daniel , john ) <eos>
bob knows ursula <eos>	know ( bob , ursula ) <eos>	know ( bob , ursula ) <eos>
margaret notices rachael <eos>	notice ( margaret , rachael ) <eos>	notice ( margaret , rachael ) <eos>
rachael likes patricia <eos>	like ( rachael , patricia ) <eos>	like ( rachael , patricia ) <eos>
henry notices quinn <eos>	notice ( henry , quinn ) <eos>	notice ( henry , quinn ) <eos>
eliza notices herself <eos>	notice ( eliza , eliza ) <eos>	notice ( eliza , eliza ) <eos>
henry meets claire <eos>	meet ( henry , claire ) <eos>	meet ( henry , claire ) <eos>
alice meets eliza <eos>	meet ( alice , eliza ) <eos>	meet ( alice , eliza ) <eos>
winnifred notices tracy <eos>	notice ( winnifred , tracy ) <eos>	notice ( winnifred , tracy ) <eos>
oswald meets zelda <eos>	meet ( oswald , zelda ) <eos>	meet ( oswald , zelda ) <eos>
john knows lewis <eos>	know ( john , lewis ) <eos>	know ( john , lewis ) <eos>
lewis meets rachael <eos>	meet ( lewis , rachael ) <eos>	meet ( lewis , rachael ) <eos>
bob throws daniel <eos>	throw ( bob , daniel ) <eos>	throw ( bob , daniel ) <eos>
patricia likes oswald <eos>	like ( patricia , oswald ) <eos>	like ( patricia , oswald ) <eos>
john notices ursula <eos>	notice ( john , ursula ) <eos>	notice ( john , ursula ) <eos>
claire likes tracy <eos>	like ( claire , tracy ) <eos>	like ( claire , tracy ) <eos>
yvette throws john <eos>	throw ( yvettte , john ) <eos>	throw ( yvettte , john ) <eos>
quinn likes claire <eos>	like ( quinn , claire ) <eos>	like ( quinn , claire ) <eos>
bob throws winnifred <eos>	throw ( bob , winnifred ) <eos>	throw ( bob , winnifred ) <eos>
tracy likes claire <eos>	like ( tracy , claire ) <eos>	like ( tracy , claire ) <eos>
katherine meets herself <eos>	meet ( katherine , katherine ) <eos>	meet ( katherine , katherine ) <eos>
victor dislikes isla <eos>	dislike ( victor , isla ) <eos>	dislike ( victor , isla ) <eos>
eliza likes lewis <eos>	like ( eliza , lewis ) <eos>	like ( eliza , lewis ) <eos>
katherine notices bob <eos>	notice ( katherine , bob ) <eos>	notice ( katherine , bob ) <eos>
eliza dislikes rachael <eos>	dislike ( eliza , rachael ) <eos>	dislike ( eliza , rachael ) <eos>
francis sees katherine <eos>	see ( francis , katherine ) <eos>	see ( francis , katherine ) <eos>
isla likes isla <eos>	like ( isla , isla ) <eos>	like ( isla , isla ) <eos>
claire knows zelda <eos>	know ( claire , zelda ) <eos>	know ( claire , zelda ) <eos>
claire throws margaret <eos>	throw ( claire , margaret ) <eos>	throw ( claire , margaret ) <eos>
yvette notices oswald <eos>	notice ( yvettte , oswald ) <eos>	notice ( yvettte , oswald ) <eos>
victor eats <eos>	eat ( victor ) <eos>	eat ( victor ) <eos>
john sings <eos>	sing ( john ) <eos>	sing ( john ) <eos>
quinn flies <eos>	fly ( quinn ) <eos>	fly ( quinn ) <eos>
oswald eats <eos>	eat ( oswald ) <eos>	eat ( oswald ) <eos>
zelda dances <eos>	dance ( zelda ) <eos>	dance ( zelda ) <eos>
francis notices bob <eos>	notice ( francis , bob ) <eos>	notice ( francis , bob ) <eos>
victor meets john <eos>	meet ( victor , john ) <eos>	meet ( victor , john ) <eos>
patricia knows victor <eos>	know ( patricia , victor ) <eos>	know ( patricia , victor ) <eos>
margaret dislikes grace <eos>	dislike ( margaret , grace ) <eos>	dislike ( margaret , grace ) <eos>
eliza sees quinn <eos>	see ( eliza , quinn ) <eos>	see ( eliza , quinn ) <eos>
xerxes likes bob <eos>	like ( xerxes , bob ) <eos>	like ( xerxes , bob ) <eos>
rachael sees isla <eos>	see ( rachael , isla ) <eos>	see ( rachael , isla ) <eos>
katherine likes herself <eos>	like ( katherine , katherine ) <eos>	like ( katherine , katherine ) <eos>
francis likes himself <eos>	like ( francis , francis ) <eos>	like ( francis , francis ) <eos>
daniel meets victor <eos>	meet ( daniel , victor ) <eos>	meet ( daniel , victor ) <eos>
neha knows katherine <eos>	know ( neha , katherine ) <eos>	know ( neha , katherine ) <eos>
grace likes herself <eos>	like ( grace , grace ) <eos>	like ( grace , grace ) <eos>
xerxes dislikes himself <eos>	dislike ( xerxes , xerxes ) <eos>	dislike ( xerxes , xerxes ) <eos>
xerxes dislikes yvette <eos>	dislike ( xerxes , yvettte ) <eos>	dislike ( xerxes , yvettte ) <eos>
yvette sees grace <eos>	see ( yvettte , grace ) <eos>	see ( yvettte , grace ) <eos>
bob dislikes samuel <eos>	dislike ( bob , samuel ) <eos>	dislike ( bob , samuel ) <eos>
xerxes dislikes xerxes <eos>	dislike ( xerxes , xerxes ) <eos>	dislike ( xerxes , xerxes ) <eos>
daniel notices lewis <eos>	notice ( daniel , lewis ) <eos>	notice ( daniel , lewis ) <eos>
lewis likes patricia <eos>	like ( lewis , patricia ) <eos>	like ( lewis , patricia ) <eos>
yvette knows isla <eos>	know ( yvettte , isla ) <eos>	know ( yvettte , isla ) <eos>
margaret throws yvette <eos>	throw ( margaret , yvettte ) <eos>	throw ( margaret , yvettte ) <eos>
xerxes dislikes rachael <eos>	dislike ( xerxes , rachael ) <eos>	dislike ( xerxes , rachael ) <eos>
winnifred likes xerxes <eos>	like ( winnifred , xerxes ) <eos>	like ( winnifred , xerxes ) <eos>
tracy dislikes tracy <eos>	dislike ( tracy , tracy ) <eos>	dislike ( tracy , tracy ) <eos>
margaret notices francis <eos>	notice ( margaret , francis ) <eos>	notice ( margaret , francis ) <eos>
claire meets herself <eos>	meet ( claire , claire ) <eos>	meet ( claire , claire ) <eos>
margaret throws neha <eos>	throw ( margaret , neha ) <eos>	throw ( margaret , neha ) <eos>
alice throws winnifred <eos>	throw ( alice , winnifred ) <eos>	throw ( alice , winnifred ) <eos>
claire knows herself <eos>	know ( claire , claire ) <eos>	know ( claire , claire ) <eos>
margaret notices grace <eos>	notice ( margaret , grace ) <eos>	notice ( margaret , grace ) <eos>
isla knows neha <eos>	know ( isla , neha ) <eos>	know ( isla , neha ) <eos>
alice notices isla <eos>	notice ( alice , isla ) <eos>	notice ( alice , isla ) <eos>
winnifred meets xerxes <eos>	meet ( winnifred , xerxes ) <eos>	meet ( winnifred , xerxes ) <eos>
winnifred meets lewis <eos>	meet ( winnifred , lewis ) <eos>	meet ( winnifred , lewis ) <eos>
victor knows victor <eos>	know ( victor , victor ) <eos>	know ( victor , victor ) <eos>
henry knows oswald <eos>	know ( henry , oswald ) <eos>	know ( henry , oswald ) <eos>
katherine meets henry <eos>	meet ( katherine , henry ) <eos>	meet ( katherine , henry ) <eos>
katherine likes daniel <eos>	like ( katherine , daniel ) <eos>	like ( katherine , daniel ) <eos>
francis meets xerxes <eos>	meet ( francis , xerxes ) <eos>	meet ( francis , xerxes ) <eos>
alice meets isla <eos>	meet ( alice , isla ) <eos>	meet ( alice , isla ) <eos>
tracy throws isla <eos>	throw ( tracy , isla ) <eos>	throw ( tracy , isla ) <eos>
ursula throws xerxes <eos>	throw ( ursula , xerxes ) <eos>	throw ( ursula , xerxes ) <eos>
