source	target	prediction
every dog notices lewis <eos>	all x . ( dog ( x ) -> notice ( x , lewis ) ) <eos>	all x . ( bear ( x ) -> like ( x , isla ) ) <eos>
every hoplite throws zelda <eos>	all x . ( hoplite ( x ) -> throw ( x , zelda ) ) <eos>	all x . ( turtle ( x ) -> like ( x , daniel ) ) <eos>
every turtle throws herself <eos>	all x . ( turtle ( x ) -> throw ( x , x ) ) <eos>	all x . ( hoplite ( x ) -> meet ( x , alice ) ) <eos>
everyone sees margaret <eos>	all x . ( person ( x ) -> see ( x , margaret ) ) <eos>	all x . ( person ( x ) -> meet ( x , margaret ) ) <eos>
every person dislikes victor <eos>	all x . ( person ( x ) -> dislike ( x , victor ) ) <eos>	all x . ( person ( x ) -> meet ( x , ursula ) ) <eos>
margaret likes lewis <eos>	like ( margaret , lewis ) <eos>	like ( margaret , lewis ) <eos>
patricia meets francis <eos>	meet ( patricia , francis ) <eos>	meet ( patricia , francis ) <eos>
eliza knows herself <eos>	know ( eliza , eliza ) <eos>	know ( eliza , eliza ) <eos>
margaret likes katherine <eos>	like ( margaret , katherine ) <eos>	like ( margaret , katherine ) <eos>
grace likes john <eos>	like ( grace , john ) <eos>	like ( grace , john ) <eos>
neha dislikes xerxes <eos>	dislike ( neha , xerxes ) <eos>	dislike ( neha , xerxes ) <eos>
neha dislikes grace <eos>	dislike ( neha , grace ) <eos>	dislike ( neha , grace ) <eos>
tracy dislikes alice <eos>	dislike ( tracy , alice ) <eos>	dislike ( tracy , alice ) <eos>
zelda sees zelda <eos>	see ( zelda , zelda ) <eos>	see ( zelda , zelda ) <eos>
katherine sees bob <eos>	see ( katherine , bob ) <eos>	see ( katherine , bob ) <eos>
bob knows zelda <eos>	know ( bob , zelda ) <eos>	know ( bob , zelda ) <eos>
daniel meets oswald <eos>	meet ( daniel , oswald ) <eos>	meet ( daniel , oswald ) <eos>
katherine notices xerxes <eos>	notice ( katherine , xerxes ) <eos>	notice ( katherine , xerxes ) <eos>
samuel meets samuel <eos>	meet ( samuel , samuel ) <eos>	meet ( samuel , samuel ) <eos>
victor notices rachael <eos>	notice ( victor , rachael ) <eos>	notice ( victor , rachael ) <eos>
henry likes tracy <eos>	like ( henry , tracy ) <eos>	like ( henry , tracy ) <eos>
oswald dislikes katherine <eos>	dislike ( oswald , katherine ) <eos>	dislike ( oswald , katherine ) <eos>
zelda meets xerxes <eos>	meet ( zelda , xerxes ) <eos>	meet ( zelda , xerxes ) <eos>
alice meets ursula <eos>	meet ( alice , ursula ) <eos>	meet ( alice , ursula ) <eos>
grace throws xerxes <eos>	throw ( grace , xerxes ) <eos>	throw ( grace , xerxes ) <eos>
every hoplite dislikes tracy <eos>	all x . ( hoplite ( x ) -> dislike ( x , tracy ) ) <eos>	all x . ( hoplite ( x ) -> dislike ( x , rachael ) ) <eos>
every prion dislikes winnifred <eos>	all x . ( prion ( x ) -> dislike ( x , winnifred ) ) <eos>	all x . ( prion ( x ) -> meet ( x , claire ) ) <eos>
every person throws herself <eos>	all x . ( person ( x ) -> throw ( x , x ) ) <eos>	all x . ( person ( x ) -> meet ( x , alice ) ) <eos>
every condor sees ursula <eos>	all x . ( condor ( x ) -> see ( x , ursula ) ) <eos>	all x . ( actor ( x ) -> dislike ( x , neha ) ) <eos>
every turtle sees claire <eos>	all x . ( turtle ( x ) -> see ( x , claire ) ) <eos>	all x . ( turtle ( x ) -> like ( x , yvettte ) ) <eos>
katherine knows isla <eos>	know ( katherine , isla ) <eos>	know ( katherine , isla ) <eos>
john meets xerxes <eos>	meet ( john , xerxes ) <eos>	meet ( john , xerxes ) <eos>
john sees grace <eos>	see ( john , grace ) <eos>	see ( john , grace ) <eos>
bob throws winnifred <eos>	throw ( bob , winnifred ) <eos>	throw ( bob , winnifred ) <eos>
katherine meets rachael <eos>	meet ( katherine , rachael ) <eos>	meet ( katherine , rachael ) <eos>
every condor notices ursula <eos>	all x . ( condor ( x ) -> notice ( x , ursula ) ) <eos>	all x . ( actor ( x ) -> dislike ( x , neha ) ) <eos>
every person throws yvette <eos>	all x . ( person ( x ) -> throw ( x , yvettte ) ) <eos>	all x . ( person ( x ) -> meet ( x , grace ) ) <eos>
every turtle throws grace <eos>	all x . ( turtle ( x ) -> throw ( x , grace ) ) <eos>	all x . ( turtle ( x ) -> like ( x , eliza ) ) <eos>
every turtle sees ursula <eos>	all x . ( turtle ( x ) -> see ( x , ursula ) ) <eos>	all x . ( hoplite ( x ) -> know ( x , ursula ) ) <eos>
someone notices alice <eos>	exists x . ( person ( x ) & notice ( x , alice ) ) <eos>	exists x . ( person ( x ) & like ( x , alice ) ) <eos>
quinn notices margaret <eos>	notice ( quinn , margaret ) <eos>	notice ( quinn , margaret ) <eos>
francis dislikes grace <eos>	dislike ( francis , grace ) <eos>	dislike ( francis , grace ) <eos>
rachael notices john <eos>	notice ( rachael , john ) <eos>	notice ( rachael , john ) <eos>
henry throws john <eos>	throw ( henry , john ) <eos>	throw ( henry , john ) <eos>
daniel knows henry <eos>	know ( daniel , henry ) <eos>	know ( daniel , henry ) <eos>
every turtle notices himself <eos>	all x . ( turtle ( x ) -> notice ( x , x ) ) <eos>	all x . ( prion ( x ) -> meet ( x , x ) ) <eos>
everyone meets ursula <eos>	all x . ( person ( x ) -> meet ( x , ursula ) ) <eos>	all x . ( person ( x ) -> dislike ( x , ursula ) ) <eos>
every actor throws neha <eos>	all x . ( actor ( x ) -> throw ( x , neha ) ) <eos>	all x . ( actor ( x ) -> dislike ( x , neha ) ) <eos>
every person knows daniel <eos>	all x . ( person ( x ) -> know ( x , daniel ) ) <eos>	all x . ( person ( x ) -> meet ( x , daniel ) ) <eos>
every condor throws grace <eos>	all x . ( condor ( x ) -> throw ( x , grace ) ) <eos>	all x . ( actor ( x ) -> see ( x , eliza ) ) <eos>
patricia knows daniel <eos>	know ( patricia , daniel ) <eos>	know ( patricia , daniel ) <eos>
patricia knows ursula <eos>	know ( patricia , ursula ) <eos>	know ( patricia , ursula ) <eos>
john meets tracy <eos>	meet ( john , tracy ) <eos>	meet ( john , tracy ) <eos>
yvette notices patricia <eos>	notice ( yvettte , patricia ) <eos>	notice ( yvettte , patricia ) <eos>
tracy dislikes isla <eos>	dislike ( tracy , isla ) <eos>	dislike ( tracy , isla ) <eos>
xerxes likes bob <eos>	like ( xerxes , bob ) <eos>	like ( xerxes , bob ) <eos>
lewis meets samuel <eos>	meet ( lewis , samuel ) <eos>	meet ( lewis , samuel ) <eos>
bob knows grace <eos>	know ( bob , grace ) <eos>	know ( bob , grace ) <eos>
margaret dislikes francis <eos>	dislike ( margaret , francis ) <eos>	dislike ( margaret , francis ) <eos>
patricia sees xerxes <eos>	see ( patricia , xerxes ) <eos>	see ( patricia , xerxes ) <eos>
every actor notices quinn <eos>	all x . ( actor ( x ) -> notice ( x , quinn ) ) <eos>	all x . ( actor ( x ) -> meet ( x , bob ) ) <eos>
every hoplite likes katherine <eos>	all x . ( hoplite ( x ) -> like ( x , katherine ) ) <eos>	all x . ( turtle ( x ) -> like ( x , francis ) ) <eos>
every prion dislikes lewis <eos>	all x . ( prion ( x ) -> dislike ( x , lewis ) ) <eos>	all x . ( prion ( x ) -> like ( x , isla ) ) <eos>
every dog dislikes patricia <eos>	all x . ( dog ( x ) -> dislike ( x , patricia ) ) <eos>	all x . ( bear ( x ) -> like ( x , zelda ) ) <eos>
every prion knows winnifred <eos>	all x . ( prion ( x ) -> know ( x , winnifred ) ) <eos>	all x . ( prion ( x ) -> like ( x , claire ) ) <eos>
katherine meets victor <eos>	meet ( katherine , victor ) <eos>	meet ( katherine , victor ) <eos>
francis throws winnifred <eos>	throw ( francis , winnifred ) <eos>	throw ( francis , winnifred ) <eos>
ursula notices ursula <eos>	notice ( ursula , ursula ) <eos>	notice ( ursula , ursula ) <eos>
yvette likes francis <eos>	like ( yvettte , francis ) <eos>	like ( yvettte , francis ) <eos>
neha knows yvette <eos>	know ( neha , yvettte ) <eos>	know ( neha , yvettte ) <eos>
victor likes claire <eos>	like ( victor , claire ) <eos>	like ( victor , claire ) <eos>
eliza meets samuel <eos>	meet ( eliza , samuel ) <eos>	meet ( eliza , samuel ) <eos>
alice meets winnifred <eos>	meet ( alice , winnifred ) <eos>	meet ( alice , winnifred ) <eos>
patricia likes herself <eos>	like ( patricia , patricia ) <eos>	like ( patricia , patricia ) <eos>
eliza knows eliza <eos>	know ( eliza , eliza ) <eos>	know ( eliza , eliza ) <eos>
francis sees yvette <eos>	see ( francis , yvettte ) <eos>	see ( francis , yvettte ) <eos>
patricia knows claire <eos>	know ( patricia , claire ) <eos>	know ( patricia , claire ) <eos>
daniel throws alice <eos>	throw ( daniel , alice ) <eos>	throw ( daniel , alice ) <eos>
lewis notices margaret <eos>	notice ( lewis , margaret ) <eos>	notice ( lewis , margaret ) <eos>
margaret likes rachael <eos>	like ( margaret , rachael ) <eos>	like ( margaret , rachael ) <eos>
rachael meets zelda <eos>	meet ( rachael , zelda ) <eos>	meet ( rachael , zelda ) <eos>
rachael notices xerxes <eos>	notice ( rachael , xerxes ) <eos>	notice ( rachael , xerxes ) <eos>
eliza sees oswald <eos>	see ( eliza , oswald ) <eos>	see ( eliza , oswald ) <eos>
oswald dislikes rachael <eos>	dislike ( oswald , rachael ) <eos>	dislike ( oswald , rachael ) <eos>
alice notices alice <eos>	notice ( alice , alice ) <eos>	notice ( alice , alice ) <eos>
every actor likes claire <eos>	all x . ( actor ( x ) -> like ( x , claire ) ) <eos>	all x . ( actor ( x ) -> see ( x , yvettte ) ) <eos>
every turtle sees tracy <eos>	all x . ( turtle ( x ) -> see ( x , tracy ) ) <eos>	all x . ( turtle ( x ) -> like ( x , tracy ) ) <eos>
every person throws grace <eos>	all x . ( person ( x ) -> throw ( x , grace ) ) <eos>	all x . ( person ( x ) -> meet ( x , eliza ) ) <eos>
every condor sees xerxes <eos>	all x . ( condor ( x ) -> see ( x , xerxes ) ) <eos>	all x . ( actor ( x ) -> know ( x , xerxes ) ) <eos>
every bear knows grace <eos>	all x . ( bear ( x ) -> know ( x , grace ) ) <eos>	all x . ( bear ( x ) -> like ( x , eliza ) ) <eos>
bob likes alice <eos>	like ( bob , alice ) <eos>	like ( bob , alice ) <eos>
oswald notices lewis <eos>	notice ( oswald , lewis ) <eos>	notice ( oswald , lewis ) <eos>
yvette notices bob <eos>	notice ( yvettte , bob ) <eos>	notice ( yvettte , bob ) <eos>
john meets oswald <eos>	meet ( john , oswald ) <eos>	meet ( john , oswald ) <eos>
henry knows yvette <eos>	know ( henry , yvettte ) <eos>	know ( henry , yvettte ) <eos>
henry sees yvette <eos>	see ( henry , yvettte ) <eos>	see ( henry , yvettte ) <eos>
bob likes victor <eos>	like ( bob , victor ) <eos>	like ( bob , victor ) <eos>
isla dislikes victor <eos>	dislike ( isla , victor ) <eos>	dislike ( isla , victor ) <eos>
alice throws isla <eos>	throw ( alice , isla ) <eos>	throw ( alice , isla ) <eos>
winnifred likes grace <eos>	like ( winnifred , grace ) <eos>	like ( winnifred , grace ) <eos>
every prion dislikes henry <eos>	all x . ( prion ( x ) -> dislike ( x , henry ) ) <eos>	all x . ( person ( x ) -> like ( x , oswald ) ) <eos>
someone throws henry <eos>	exists x . ( person ( x ) & throw ( x , henry ) ) <eos>	exists x . ( person ( x ) & like ( x , henry ) ) <eos>
every prion likes ursula <eos>	all x . ( prion ( x ) -> like ( x , ursula ) ) <eos>	all x . ( prion ( x ) -> meet ( x , ursula ) ) <eos>
every condor meets patricia <eos>	all x . ( condor ( x ) -> meet ( x , patricia ) ) <eos>	all x . ( actor ( x ) -> meet ( x , zelda ) ) <eos>
someone meets rachael <eos>	exists x . ( person ( x ) & meet ( x , rachael ) ) <eos>	exists x . ( person ( x ) & meet ( x , quinn ) ) <eos>
francis dislikes patricia <eos>	dislike ( francis , patricia ) <eos>	dislike ( francis , patricia ) <eos>
john dislikes yvette <eos>	dislike ( john , yvettte ) <eos>	dislike ( john , yvettte ) <eos>
francis likes alice <eos>	like ( francis , alice ) <eos>	like ( francis , alice ) <eos>
oswald sees grace <eos>	see ( oswald , grace ) <eos>	see ( oswald , grace ) <eos>
claire knows tracy <eos>	know ( claire , tracy ) <eos>	know ( claire , tracy ) <eos>
katherine likes bob <eos>	like ( katherine , bob ) <eos>	like ( katherine , bob ) <eos>
katherine notices quinn <eos>	notice ( katherine , quinn ) <eos>	notice ( katherine , quinn ) <eos>
yvette throws bob <eos>	throw ( yvettte , bob ) <eos>	throw ( yvettte , bob ) <eos>
winnifred likes lewis <eos>	like ( winnifred , lewis ) <eos>	like ( winnifred , lewis ) <eos>
eliza notices isla <eos>	notice ( eliza , isla ) <eos>	notice ( eliza , isla ) <eos>
tracy sees francis <eos>	see ( tracy , francis ) <eos>	see ( tracy , francis ) <eos>
victor meets john <eos>	meet ( victor , john ) <eos>	meet ( victor , john ) <eos>
patricia dislikes samuel <eos>	dislike ( patricia , samuel ) <eos>	dislike ( patricia , samuel ) <eos>
winnifred meets claire <eos>	meet ( winnifred , claire ) <eos>	meet ( winnifred , claire ) <eos>
samuel throws yvette <eos>	throw ( samuel , yvettte ) <eos>	throw ( samuel , yvettte ) <eos>
patricia throws yvette <eos>	throw ( patricia , yvettte ) <eos>	throw ( patricia , yvettte ) <eos>
tracy knows ursula <eos>	know ( tracy , ursula ) <eos>	know ( tracy , ursula ) <eos>
xerxes knows john <eos>	know ( xerxes , john ) <eos>	know ( xerxes , john ) <eos>
victor dislikes ursula <eos>	dislike ( victor , ursula ) <eos>	dislike ( victor , ursula ) <eos>
neha throws john <eos>	throw ( neha , john ) <eos>	throw ( neha , john ) <eos>
every turtle knows herself <eos>	all x . ( turtle ( x ) -> know ( x , x ) ) <eos>	all x . ( prion ( x ) -> meet ( x , oswald ) ) <eos>
every hoplite dislikes zelda <eos>	all x . ( hoplite ( x ) -> dislike ( x , zelda ) ) <eos>	all x . ( turtle ( x ) -> like ( x , daniel ) ) <eos>
every hoplite meets lewis <eos>	all x . ( hoplite ( x ) -> meet ( x , lewis ) ) <eos>	all x . ( turtle ( x ) -> like ( x , isla ) ) <eos>
every hoplite dislikes victor <eos>	all x . ( hoplite ( x ) -> dislike ( x , victor ) ) <eos>	all x . ( turtle ( x ) -> meet ( x , ursula ) ) <eos>
every dog notices katherine <eos>	all x . ( dog ( x ) -> notice ( x , katherine ) ) <eos>	all x . ( bear ( x ) -> see ( x , francis ) ) <eos>
every dog meets neha <eos>	all x . ( dog ( x ) -> meet ( x , neha ) ) <eos>	all x . ( dog ( x ) -> dislike ( x , neha ) ) <eos>
every turtle meets himself <eos>	all x . ( turtle ( x ) -> meet ( x , x ) ) <eos>	all x . ( prion ( x ) -> meet ( x , alice ) ) <eos>
someone sees xerxes <eos>	exists x . ( person ( x ) & see ( x , xerxes ) ) <eos>	exists x . ( person ( x ) & meet ( x , xerxes ) ) <eos>
every prion likes lewis <eos>	all x . ( prion ( x ) -> like ( x , lewis ) ) <eos>	all x . ( prion ( x ) -> like ( x , isla ) ) <eos>
every turtle likes victor <eos>	all x . ( turtle ( x ) -> like ( x , victor ) ) <eos>	all x . ( turtle ( x ) -> meet ( x , ursula ) ) <eos>
yvette meets oswald <eos>	meet ( yvettte , oswald ) <eos>	meet ( yvettte , oswald ) <eos>
neha knows francis <eos>	know ( neha , francis ) <eos>	know ( neha , francis ) <eos>
margaret meets xerxes <eos>	meet ( margaret , xerxes ) <eos>	meet ( margaret , xerxes ) <eos>
neha knows lewis <eos>	know ( neha , lewis ) <eos>	know ( neha , lewis ) <eos>
rachael sees quinn <eos>	see ( rachael , quinn ) <eos>	see ( rachael , quinn ) <eos>
alice dislikes quinn <eos>	dislike ( alice , quinn ) <eos>	dislike ( alice , quinn ) <eos>
isla knows claire <eos>	know ( isla , claire ) <eos>	know ( isla , claire ) <eos>
henry throws isla <eos>	throw ( henry , isla ) <eos>	throw ( henry , isla ) <eos>
yvette knows xerxes <eos>	know ( yvettte , xerxes ) <eos>	know ( yvettte , xerxes ) <eos>
alice likes henry <eos>	like ( alice , henry ) <eos>	like ( alice , henry ) <eos>
every actor throws xerxes <eos>	all x . ( actor ( x ) -> throw ( x , xerxes ) ) <eos>	all x . ( actor ( x ) -> know ( x , xerxes ) ) <eos>
someone sees winnifred <eos>	exists x . ( person ( x ) & see ( x , winnifred ) ) <eos>	exists x . ( person ( x ) & meet ( x , winnifred ) ) <eos>
every person throws claire <eos>	all x . ( person ( x ) -> throw ( x , claire ) ) <eos>	all x . ( person ( x ) -> meet ( x , yvettte ) ) <eos>
every condor notices daniel <eos>	all x . ( condor ( x ) -> notice ( x , daniel ) ) <eos>	all x . ( actor ( x ) -> dislike ( x , daniel ) ) <eos>
every person throws zelda <eos>	all x . ( person ( x ) -> throw ( x , zelda ) ) <eos>	all x . ( person ( x ) -> meet ( x , daniel ) ) <eos>
daniel throws zelda <eos>	throw ( daniel , zelda ) <eos>	throw ( daniel , zelda ) <eos>
patricia throws samuel <eos>	throw ( patricia , samuel ) <eos>	throw ( patricia , samuel ) <eos>
grace throws herself <eos>	throw ( grace , grace ) <eos>	throw ( grace , eliza ) <eos>
tracy likes rachael <eos>	like ( tracy , rachael ) <eos>	like ( tracy , rachael ) <eos>
xerxes sees katherine <eos>	see ( xerxes , katherine ) <eos>	see ( xerxes , katherine ) <eos>
margaret dislikes rachael <eos>	dislike ( margaret , rachael ) <eos>	dislike ( margaret , rachael ) <eos>
isla throws katherine <eos>	throw ( isla , katherine ) <eos>	throw ( isla , katherine ) <eos>
samuel sees tracy <eos>	see ( samuel , tracy ) <eos>	see ( samuel , tracy ) <eos>
claire sees grace <eos>	see ( claire , grace ) <eos>	see ( claire , grace ) <eos>
john knows himself <eos>	know ( john , john ) <eos>	know ( john , john ) <eos>
victor notices margaret <eos>	notice ( victor , margaret ) <eos>	notice ( victor , margaret ) <eos>
neha sees eliza <eos>	see ( neha , eliza ) <eos>	see ( neha , eliza ) <eos>
neha notices eliza <eos>	notice ( neha , eliza ) <eos>	notice ( neha , eliza ) <eos>
daniel knows victor <eos>	know ( daniel , victor ) <eos>	know ( daniel , victor ) <eos>
alice likes francis <eos>	like ( alice , francis ) <eos>	like ( alice , francis ) <eos>
every bear dislikes margaret <eos>	all x . ( bear ( x ) -> dislike ( x , margaret ) ) <eos>	all x . ( bear ( x ) -> like ( x , alice ) ) <eos>
every bear likes daniel <eos>	all x . ( bear ( x ) -> like ( x , daniel ) ) <eos>	all x . ( hoplite ( x ) -> like ( x , daniel ) ) <eos>
every condor likes quinn <eos>	all x . ( condor ( x ) -> like ( x , quinn ) ) <eos>	all x . ( actor ( x ) -> meet ( x , bob ) ) <eos>
every bear likes katherine <eos>	all x . ( bear ( x ) -> like ( x , katherine ) ) <eos>	all x . ( bear ( x ) -> know ( x , francis ) ) <eos>
every dog sees victor <eos>	all x . ( dog ( x ) -> see ( x , victor ) ) <eos>	all x . ( bear ( x ) -> meet ( x , ursula ) ) <eos>
every actor sings <eos>	all x . ( actor ( x ) -> sing ( x ) ) <eos>	all x . ( condor ( x ) -> sing ( x ) ) <eos>
katherine sees eliza <eos>	see ( katherine , eliza ) <eos>	see ( katherine , eliza ) <eos>
winnifred likes quinn <eos>	like ( winnifred , quinn ) <eos>	like ( winnifred , quinn ) <eos>
henry sees zelda <eos>	see ( henry , zelda ) <eos>	see ( henry , zelda ) <eos>
neha dislikes margaret <eos>	dislike ( neha , margaret ) <eos>	dislike ( neha , margaret ) <eos>
ursula sees francis <eos>	see ( ursula , francis ) <eos>	see ( ursula , francis ) <eos>
margaret notices quinn <eos>	notice ( margaret , quinn ) <eos>	notice ( margaret , quinn ) <eos>
neha knows neha <eos>	know ( neha , neha ) <eos>	know ( neha , neha ) <eos>
margaret likes quinn <eos>	like ( margaret , quinn ) <eos>	like ( margaret , quinn ) <eos>
yvette throws oswald <eos>	throw ( yvettte , oswald ) <eos>	throw ( yvettte , oswald ) <eos>
alice throws rachael <eos>	throw ( alice , rachael ) <eos>	throw ( alice , rachael ) <eos>
john sees victor <eos>	see ( john , victor ) <eos>	see ( john , victor ) <eos>
grace likes katherine <eos>	like ( grace , katherine ) <eos>	like ( grace , katherine ) <eos>
bob dislikes grace <eos>	dislike ( bob , grace ) <eos>	dislike ( bob , grace ) <eos>
grace throws alice <eos>	throw ( grace , alice ) <eos>	throw ( grace , alice ) <eos>
lewis notices tracy <eos>	notice ( lewis , tracy ) <eos>	notice ( lewis , tracy ) <eos>
winnifred throws isla <eos>	throw ( winnifred , isla ) <eos>	throw ( winnifred , isla ) <eos>
isla knows francis <eos>	know ( isla , francis ) <eos>	know ( isla , francis ) <eos>
francis throws samuel <eos>	throw ( francis , samuel ) <eos>	throw ( francis , samuel ) <eos>
john meets patricia <eos>	meet ( john , patricia ) <eos>	meet ( john , patricia ) <eos>
oswald knows ursula <eos>	know ( oswald , ursula ) <eos>	know ( oswald , ursula ) <eos>
neha likes grace <eos>	like ( neha , grace ) <eos>	like ( neha , grace ) <eos>
alice likes lewis <eos>	like ( alice , lewis ) <eos>	like ( alice , lewis ) <eos>
margaret dislikes margaret <eos>	dislike ( margaret , margaret ) <eos>	dislike ( margaret , margaret ) <eos>
alice throws francis <eos>	throw ( alice , francis ) <eos>	throw ( alice , francis ) <eos>
ursula sees xerxes <eos>	see ( ursula , xerxes ) <eos>	see ( ursula , xerxes ) <eos>
patricia likes xerxes <eos>	like ( patricia , xerxes ) <eos>	like ( patricia , xerxes ) <eos>
grace throws quinn <eos>	throw ( grace , quinn ) <eos>	throw ( grace , quinn ) <eos>
victor likes bob <eos>	like ( victor , bob ) <eos>	like ( victor , bob ) <eos>
claire throws francis <eos>	throw ( claire , francis ) <eos>	throw ( claire , francis ) <eos>
claire meets yvette <eos>	meet ( claire , yvettte ) <eos>	meet ( claire , yvettte ) <eos>
daniel dislikes tracy <eos>	dislike ( daniel , tracy ) <eos>	dislike ( daniel , tracy ) <eos>
isla throws alice <eos>	throw ( isla , alice ) <eos>	throw ( isla , alice ) <eos>
samuel sees eliza <eos>	see ( samuel , eliza ) <eos>	see ( samuel , eliza ) <eos>
quinn notices samuel <eos>	notice ( quinn , samuel ) <eos>	notice ( quinn , samuel ) <eos>
bob throws isla <eos>	throw ( bob , isla ) <eos>	throw ( bob , isla ) <eos>
isla knows yvette <eos>	know ( isla , yvettte ) <eos>	know ( isla , yvettte ) <eos>
yvette likes alice <eos>	like ( yvettte , alice ) <eos>	like ( yvettte , alice ) <eos>
eliza throws tracy <eos>	throw ( eliza , tracy ) <eos>	throw ( eliza , tracy ) <eos>
henry knows alice <eos>	know ( henry , alice ) <eos>	know ( henry , alice ) <eos>
every turtle dislikes victor <eos>	all x . ( turtle ( x ) -> dislike ( x , victor ) ) <eos>	all x . ( turtle ( x ) -> meet ( x , ursula ) ) <eos>
every turtle likes himself <eos>	all x . ( turtle ( x ) -> like ( x , x ) ) <eos>	all x . ( prion ( x ) -> meet ( x , alice ) ) <eos>
every actor meets isla <eos>	all x . ( actor ( x ) -> meet ( x , isla ) ) <eos>	all x . ( actor ( x ) -> see ( x , patricia ) ) <eos>
every prion likes rachael <eos>	all x . ( prion ( x ) -> like ( x , rachael ) ) <eos>	all x . ( person ( x ) -> like ( x , henry ) ) <eos>
every condor notices bob <eos>	all x . ( condor ( x ) -> notice ( x , bob ) ) <eos>	all x . ( actor ( x ) -> meet ( x , margaret ) ) <eos>
every turtle knows winnifred <eos>	all x . ( turtle ( x ) -> know ( x , winnifred ) ) <eos>	all x . ( turtle ( x ) -> like ( x , claire ) ) <eos>
every dog knows zelda <eos>	all x . ( dog ( x ) -> know ( x , zelda ) ) <eos>	all x . ( bear ( x ) -> like ( x , daniel ) ) <eos>
every person sees margaret <eos>	all x . ( person ( x ) -> see ( x , margaret ) ) <eos>	all x . ( person ( x ) -> meet ( x , alice ) ) <eos>
