source	target	prediction
every dog notices lewis <eos>	all x . ( dog ( x ) -> notice ( x , lewis ) ) <eos>	all x . ( dog ( x ) -> like ( x , lewis ) ) <eos>
every condor likes xerxes <eos>	all x . ( condor ( x ) -> like ( x , xerxes ) ) <eos>	all x . ( condor ( x ) -> like ( x , xerxes ) ) <eos>
every turtle throws himself <eos>	all x . ( turtle ( x ) -> throw ( x , x ) ) <eos>	all x . ( turtle ( x ) -> notice ( x , x ) ) <eos>
patricia dislikes samuel <eos>	dislike ( patricia , samuel ) <eos>	dislike ( patricia , samuel ) <eos>
francis dislikes henry <eos>	dislike ( francis , henry ) <eos>	dislike ( francis , henry ) <eos>
grace knows victor <eos>	know ( grace , victor ) <eos>	know ( grace , victor ) <eos>
daniel notices samuel <eos>	notice ( daniel , samuel ) <eos>	notice ( daniel , samuel ) <eos>
neha knows xerxes <eos>	know ( neha , xerxes ) <eos>	know ( neha , xerxes ) <eos>
francis sees grace <eos>	see ( francis , grace ) <eos>	see ( francis , grace ) <eos>
alice throws francis <eos>	throw ( alice , francis ) <eos>	throw ( alice , francis ) <eos>
xerxes likes margaret <eos>	like ( xerxes , margaret ) <eos>	like ( xerxes , margaret ) <eos>
neha dislikes grace <eos>	dislike ( neha , grace ) <eos>	dislike ( neha , grace ) <eos>
ursula sees samuel <eos>	see ( ursula , samuel ) <eos>	see ( ursula , samuel ) <eos>
every condor notices ursula <eos>	all x . ( condor ( x ) -> notice ( x , ursula ) ) <eos>	all x . ( condor ( x ) -> throw ( x , ursula ) ) <eos>
every bear knows yvette <eos>	all x . ( bear ( x ) -> know ( x , yvettte ) ) <eos>	all x . ( bear ( x ) -> like ( x , yvettte ) ) <eos>
every condor throws herself <eos>	all x . ( condor ( x ) -> throw ( x , x ) ) <eos>	all x . ( condor ( x ) -> notice ( x , x ) ) <eos>
someone throws zelda <eos>	exists x . ( person ( x ) & throw ( x , zelda ) ) <eos>	exists x . ( person ( x ) & like ( x , zelda ) ) <eos>
every bear likes daniel <eos>	all x . ( bear ( x ) -> like ( x , daniel ) ) <eos>	all x . ( hoplite ( x ) -> like ( x , daniel ) ) <eos>
someone dislikes eliza <eos>	exists x . ( person ( x ) & dislike ( x , eliza ) ) <eos>	exists x . ( person ( x ) & see ( x , eliza ) ) <eos>
every turtle knows himself <eos>	all x . ( turtle ( x ) -> know ( x , x ) ) <eos>	all x . ( turtle ( x ) -> notice ( x , x ) ) <eos>
everyone throws daniel <eos>	all x . ( person ( x ) -> throw ( x , daniel ) ) <eos>	all x . ( person ( x ) -> notice ( x , samuel ) ) <eos>
every hoplite likes john <eos>	all x . ( hoplite ( x ) -> like ( x , john ) ) <eos>	all x . ( hoplite ( x ) -> like ( x , john ) ) <eos>
every person knows daniel <eos>	all x . ( person ( x ) -> know ( x , daniel ) ) <eos>	all x . ( person ( x ) -> like ( x , daniel ) ) <eos>
rachael notices victor <eos>	notice ( rachael , victor ) <eos>	notice ( rachael , victor ) <eos>
patricia knows ursula <eos>	know ( patricia , ursula ) <eos>	know ( patricia , ursula ) <eos>
margaret throws zelda <eos>	throw ( margaret , zelda ) <eos>	throw ( margaret , zelda ) <eos>
henry sees daniel <eos>	see ( henry , daniel ) <eos>	see ( henry , daniel ) <eos>
bob likes rachael <eos>	like ( bob , rachael ) <eos>	like ( bob , rachael ) <eos>
every prion notices rachael <eos>	all x . ( prion ( x ) -> notice ( x , rachael ) ) <eos>	all x . ( prion ( x ) -> see ( x , rachael ) ) <eos>
every condor notices grace <eos>	all x . ( condor ( x ) -> notice ( x , grace ) ) <eos>	all x . ( condor ( x ) -> like ( x , grace ) ) <eos>
someone sees neha <eos>	exists x . ( person ( x ) & see ( x , neha ) ) <eos>	exists x . ( person ( x ) & like ( x , neha ) ) <eos>
every bear throws tracy <eos>	all x . ( bear ( x ) -> throw ( x , tracy ) ) <eos>	all x . ( bear ( x ) -> like ( x , tracy ) ) <eos>
someone dislikes samuel <eos>	exists x . ( person ( x ) & dislike ( x , samuel ) ) <eos>	exists x . ( person ( x ) & notice ( x , yvettte ) ) <eos>
bob knows tracy <eos>	know ( bob , tracy ) <eos>	know ( bob , tracy ) <eos>
bob likes victor <eos>	like ( bob , victor ) <eos>	like ( bob , victor ) <eos>
margaret likes samuel <eos>	like ( margaret , samuel ) <eos>	like ( margaret , samuel ) <eos>
quinn sees margaret <eos>	see ( quinn , margaret ) <eos>	see ( quinn , margaret ) <eos>
patricia sees xerxes <eos>	see ( patricia , xerxes ) <eos>	see ( patricia , xerxes ) <eos>
zelda knows francis <eos>	know ( zelda , francis ) <eos>	know ( zelda , francis ) <eos>
daniel throws rachael <eos>	throw ( daniel , rachael ) <eos>	throw ( daniel , rachael ) <eos>
ursula sees francis <eos>	see ( ursula , francis ) <eos>	see ( ursula , francis ) <eos>
quinn throws daniel <eos>	throw ( quinn , daniel ) <eos>	throw ( quinn , daniel ) <eos>
zelda dislikes lewis <eos>	dislike ( zelda , lewis ) <eos>	dislike ( zelda , lewis ) <eos>
yvette meets henry <eos>	meet ( yvettte , henry ) <eos>	meet ( yvettte , henry ) <eos>
winnifred likes grace <eos>	like ( winnifred , grace ) <eos>	like ( winnifred , grace ) <eos>
rachael knows ursula <eos>	know ( rachael , ursula ) <eos>	know ( rachael , ursula ) <eos>
bob knows quinn <eos>	know ( bob , quinn ) <eos>	know ( bob , quinn ) <eos>
rachael dislikes isla <eos>	dislike ( rachael , isla ) <eos>	dislike ( rachael , isla ) <eos>
claire notices oswald <eos>	notice ( claire , oswald ) <eos>	notice ( claire , oswald ) <eos>
isla throws katherine <eos>	throw ( isla , katherine ) <eos>	throw ( isla , katherine ) <eos>
margaret throws winnifred <eos>	throw ( margaret , winnifred ) <eos>	throw ( margaret , winnifred ) <eos>
rachael knows tracy <eos>	know ( rachael , tracy ) <eos>	know ( rachael , tracy ) <eos>
margaret knows john <eos>	know ( margaret , john ) <eos>	know ( margaret , john ) <eos>
daniel knows victor <eos>	know ( daniel , victor ) <eos>	know ( daniel , victor ) <eos>
francis dislikes patricia <eos>	dislike ( francis , patricia ) <eos>	dislike ( francis , patricia ) <eos>
john likes quinn <eos>	like ( john , quinn ) <eos>	like ( john , quinn ) <eos>
francis throws eliza <eos>	throw ( francis , eliza ) <eos>	throw ( francis , eliza ) <eos>
samuel knows claire <eos>	know ( samuel , claire ) <eos>	know ( samuel , claire ) <eos>
bob notices isla <eos>	notice ( bob , isla ) <eos>	notice ( bob , isla ) <eos>
samuel knows patricia <eos>	know ( samuel , patricia ) <eos>	know ( samuel , patricia ) <eos>
zelda likes quinn <eos>	like ( zelda , quinn ) <eos>	like ( zelda , quinn ) <eos>
isla notices claire <eos>	notice ( isla , claire ) <eos>	notice ( isla , claire ) <eos>
samuel throws eliza <eos>	throw ( samuel , eliza ) <eos>	throw ( samuel , eliza ) <eos>
oswald dislikes katherine <eos>	dislike ( oswald , katherine ) <eos>	dislike ( oswald , katherine ) <eos>
tracy dislikes alice <eos>	dislike ( tracy , alice ) <eos>	dislike ( tracy , alice ) <eos>
grace meets isla <eos>	meet ( grace , isla ) <eos>	meet ( grace , isla ) <eos>
john meets patricia <eos>	meet ( john , patricia ) <eos>	meet ( john , patricia ) <eos>
zelda likes eliza <eos>	like ( zelda , eliza ) <eos>	like ( zelda , eliza ) <eos>
neha knows xerxes <eos>	know ( neha , xerxes ) <eos>	know ( neha , xerxes ) <eos>
henry likes tracy <eos>	like ( henry , tracy ) <eos>	like ( henry , tracy ) <eos>
lewis sees xerxes <eos>	see ( lewis , xerxes ) <eos>	see ( lewis , xerxes ) <eos>
winnifred meets xerxes <eos>	meet ( winnifred , xerxes ) <eos>	meet ( winnifred , xerxes ) <eos>
xerxes knows john <eos>	know ( xerxes , john ) <eos>	know ( xerxes , john ) <eos>
every person likes winnifred <eos>	all x . ( person ( x ) -> like ( x , winnifred ) ) <eos>	all x . ( person ( x ) -> notice ( x , winnifred ) ) <eos>
every bear notices francis <eos>	all x . ( bear ( x ) -> notice ( x , francis ) ) <eos>	all x . ( hoplite ( x ) -> like ( x , francis ) ) <eos>
every turtle meets xerxes <eos>	all x . ( turtle ( x ) -> meet ( x , xerxes ) ) <eos>	all x . ( turtle ( x ) -> like ( x , xerxes ) ) <eos>
every bear throws katherine <eos>	all x . ( bear ( x ) -> throw ( x , katherine ) ) <eos>	all x . ( hoplite ( x ) -> like ( x , katherine ) ) <eos>
someone likes bob <eos>	exists x . ( person ( x ) & like ( x , bob ) ) <eos>	exists x . ( person ( x ) & notice ( x , oswald ) ) <eos>
xerxes knows ursula <eos>	know ( xerxes , ursula ) <eos>	know ( xerxes , ursula ) <eos>
neha throws john <eos>	throw ( neha , john ) <eos>	throw ( neha , john ) <eos>
ursula knows margaret <eos>	know ( ursula , margaret ) <eos>	know ( ursula , margaret ) <eos>
henry throws oswald <eos>	throw ( henry , oswald ) <eos>	throw ( henry , oswald ) <eos>
winnifred knows samuel <eos>	know ( winnifred , samuel ) <eos>	know ( winnifred , samuel ) <eos>
claire likes henry <eos>	like ( claire , henry ) <eos>	like ( claire , henry ) <eos>
lewis meets samuel <eos>	meet ( lewis , samuel ) <eos>	meet ( lewis , samuel ) <eos>
katherine notices quinn <eos>	notice ( katherine , quinn ) <eos>	notice ( katherine , quinn ) <eos>
isla meets henry <eos>	meet ( isla , henry ) <eos>	meet ( isla , henry ) <eos>
katherine meets eliza <eos>	meet ( katherine , eliza ) <eos>	meet ( katherine , eliza ) <eos>
rachael meets daniel <eos>	meet ( rachael , daniel ) <eos>	meet ( rachael , daniel ) <eos>
daniel likes zelda <eos>	like ( daniel , zelda ) <eos>	like ( daniel , zelda ) <eos>
henry knows yvette <eos>	know ( henry , yvettte ) <eos>	know ( henry , yvettte ) <eos>
isla throws ursula <eos>	throw ( isla , ursula ) <eos>	throw ( isla , ursula ) <eos>
bob meets katherine <eos>	meet ( bob , katherine ) <eos>	meet ( bob , katherine ) <eos>
every prion throws tracy <eos>	all x . ( prion ( x ) -> throw ( x , tracy ) ) <eos>	all x . ( actor ( x ) -> notice ( x , tracy ) ) <eos>
every condor dislikes daniel <eos>	all x . ( condor ( x ) -> dislike ( x , daniel ) ) <eos>	all x . ( condor ( x ) -> like ( x , daniel ) ) <eos>
every dog likes claire <eos>	all x . ( dog ( x ) -> like ( x , claire ) ) <eos>	all x . ( dog ( x ) -> see ( x , claire ) ) <eos>
every turtle likes francis <eos>	all x . ( turtle ( x ) -> like ( x , francis ) ) <eos>	all x . ( turtle ( x ) -> like ( x , francis ) ) <eos>
everyone likes lewis <eos>	all x . ( person ( x ) -> like ( x , lewis ) ) <eos>	all x . ( person ( x ) -> like ( x , lewis ) ) <eos>
every turtle dislikes herself <eos>	all x . ( turtle ( x ) -> dislike ( x , x ) ) <eos>	all x . ( turtle ( x ) -> notice ( x , x ) ) <eos>
every turtle likes samuel <eos>	all x . ( turtle ( x ) -> like ( x , samuel ) ) <eos>	all x . ( turtle ( x ) -> like ( x , samuel ) ) <eos>
every person dislikes victor <eos>	all x . ( person ( x ) -> dislike ( x , victor ) ) <eos>	all x . ( person ( x ) -> notice ( x , victor ) ) <eos>
someone meets himself <eos>	exists x . ( person ( x ) & meet ( x , x ) ) <eos>	exists x . ( person ( x ) & like ( x , henry ) ) <eos>
everyone notices himself <eos>	all x . ( person ( x ) -> notice ( x , x ) ) <eos>	all x . ( person ( x ) -> notice ( x , oswald ) ) <eos>
every turtle throws ursula <eos>	all x . ( turtle ( x ) -> throw ( x , ursula ) ) <eos>	all x . ( turtle ( x ) -> throw ( x , ursula ) ) <eos>
every prion throws yvette <eos>	all x . ( prion ( x ) -> throw ( x , yvettte ) ) <eos>	all x . ( actor ( x ) -> notice ( x , yvettte ) ) <eos>
every dog likes ursula <eos>	all x . ( dog ( x ) -> like ( x , ursula ) ) <eos>	all x . ( dog ( x ) -> like ( x , ursula ) ) <eos>
every turtle meets rachael <eos>	all x . ( turtle ( x ) -> meet ( x , rachael ) ) <eos>	all x . ( turtle ( x ) -> notice ( x , rachael ) ) <eos>
every dog knows francis <eos>	all x . ( dog ( x ) -> know ( x , francis ) ) <eos>	all x . ( dog ( x ) -> like ( x , francis ) ) <eos>
lewis dislikes rachael <eos>	dislike ( lewis , rachael ) <eos>	dislike ( lewis , rachael ) <eos>
neha notices zelda <eos>	notice ( neha , zelda ) <eos>	notice ( neha , zelda ) <eos>
winnifred meets zelda <eos>	meet ( winnifred , zelda ) <eos>	meet ( winnifred , zelda ) <eos>
eliza likes victor <eos>	like ( eliza , victor ) <eos>	like ( eliza , victor ) <eos>
john dislikes oswald <eos>	dislike ( john , oswald ) <eos>	dislike ( john , oswald ) <eos>
xerxes notices grace <eos>	notice ( xerxes , grace ) <eos>	notice ( xerxes , grace ) <eos>
bob notices claire <eos>	notice ( bob , claire ) <eos>	notice ( bob , claire ) <eos>
zelda throws zelda <eos>	throw ( zelda , zelda ) <eos>	throw ( zelda , zelda ) <eos>
isla dislikes yvette <eos>	dislike ( isla , yvettte ) <eos>	dislike ( isla , yvettte ) <eos>
quinn meets francis <eos>	meet ( quinn , francis ) <eos>	meet ( quinn , francis ) <eos>
oswald notices john <eos>	notice ( oswald , john ) <eos>	notice ( oswald , john ) <eos>
yvette notices katherine <eos>	notice ( yvettte , katherine ) <eos>	notice ( yvettte , katherine ) <eos>
john throws samuel <eos>	throw ( john , samuel ) <eos>	throw ( john , samuel ) <eos>
daniel meets lewis <eos>	meet ( daniel , lewis ) <eos>	meet ( daniel , lewis ) <eos>
winnifred notices winnifred <eos>	notice ( winnifred , winnifred ) <eos>	notice ( winnifred , winnifred ) <eos>
alice knows daniel <eos>	know ( alice , daniel ) <eos>	know ( alice , daniel ) <eos>
patricia notices quinn <eos>	notice ( patricia , quinn ) <eos>	notice ( patricia , quinn ) <eos>
bob throws isla <eos>	throw ( bob , isla ) <eos>	throw ( bob , isla ) <eos>
ursula throws eliza <eos>	throw ( ursula , eliza ) <eos>	throw ( ursula , eliza ) <eos>
oswald meets oswald <eos>	meet ( oswald , oswald ) <eos>	meet ( oswald , oswald ) <eos>
francis knows tracy <eos>	know ( francis , tracy ) <eos>	know ( francis , tracy ) <eos>
oswald dislikes rachael <eos>	dislike ( oswald , rachael ) <eos>	dislike ( oswald , rachael ) <eos>
francis sees quinn <eos>	see ( francis , quinn ) <eos>	see ( francis , quinn ) <eos>
daniel likes rachael <eos>	like ( daniel , rachael ) <eos>	like ( daniel , rachael ) <eos>
patricia meets eliza <eos>	meet ( patricia , eliza ) <eos>	meet ( patricia , eliza ) <eos>
every turtle notices john <eos>	all x . ( turtle ( x ) -> notice ( x , john ) ) <eos>	all x . ( turtle ( x ) -> like ( x , john ) ) <eos>
every bear dislikes grace <eos>	all x . ( bear ( x ) -> dislike ( x , grace ) ) <eos>	all x . ( bear ( x ) -> notice ( x , grace ) ) <eos>
every bear runs <eos>	all x . ( bear ( x ) -> run ( x ) ) <eos>	all x . ( hoplite ( x ) -> dislike ( x ) ) <eos>
every actor dances <eos>	all x . ( actor ( x ) -> dance ( x ) ) <eos>	all x . ( prion ( x ) -> sing ( x ) ) <eos>
daniel likes victor <eos>	like ( daniel , victor ) <eos>	exists ( winnifred , john ) <eos>
every person meets ursula <eos>	all x . ( person ( x ) -> meet ( x , ursula ) ) <eos>	all x . ( person ( x ) -> dislike ( x , ursula ) ) <eos>
someone meets john <eos>	exists x . ( person ( x ) & meet ( x , john ) ) <eos>	exists x . ( person ( x ) & like ( x , xerxes ) ) <eos>
every person dislikes neha <eos>	all x . ( person ( x ) -> dislike ( x , neha ) ) <eos>	all x . ( person ( x ) -> notice ( x , neha ) ) <eos>
someone meets grace <eos>	exists x . ( person ( x ) & meet ( x , grace ) ) <eos>	exists x . ( person ( x ) & like ( x , katherine ) ) <eos>
every bear throws quinn <eos>	all x . ( bear ( x ) -> throw ( x , quinn ) ) <eos>	all x . ( hoplite ( x ) -> like ( x , quinn ) ) <eos>
every prion likes herself <eos>	all x . ( prion ( x ) -> like ( x , x ) ) <eos>	all x . ( prion ( x ) -> notice ( x , x ) ) <eos>
everyone likes tracy <eos>	all x . ( person ( x ) -> like ( x , tracy ) ) <eos>	all x . ( person ( x ) -> like ( x , zelda ) ) <eos>
every turtle notices katherine <eos>	all x . ( turtle ( x ) -> notice ( x , katherine ) ) <eos>	all x . ( turtle ( x ) -> like ( x , katherine ) ) <eos>
every condor notices tracy <eos>	all x . ( condor ( x ) -> notice ( x , tracy ) ) <eos>	all x . ( condor ( x ) -> like ( x , tracy ) ) <eos>
everyone notices alice <eos>	all x . ( person ( x ) -> notice ( x , alice ) ) <eos>	all x . ( person ( x ) -> like ( x , alice ) ) <eos>
alice likes lewis <eos>	like ( alice , lewis ) <eos>	like ( alice , lewis ) <eos>
xerxes notices daniel <eos>	notice ( xerxes , daniel ) <eos>	notice ( xerxes , daniel ) <eos>
rachael dislikes yvette <eos>	dislike ( rachael , yvettte ) <eos>	dislike ( rachael , yvettte ) <eos>
katherine sees bob <eos>	see ( katherine , bob ) <eos>	see ( katherine , bob ) <eos>
katherine meets rachael <eos>	meet ( katherine , rachael ) <eos>	meet ( katherine , rachael ) <eos>
isla knows yvette <eos>	know ( isla , yvettte ) <eos>	know ( isla , yvettte ) <eos>
lewis knows henry <eos>	know ( lewis , henry ) <eos>	know ( lewis , henry ) <eos>
alice likes henry <eos>	like ( alice , henry ) <eos>	like ( alice , henry ) <eos>
katherine sees xerxes <eos>	see ( katherine , xerxes ) <eos>	see ( katherine , xerxes ) <eos>
daniel sees grace <eos>	see ( daniel , grace ) <eos>	see ( daniel , grace ) <eos>
francis notices ursula <eos>	notice ( francis , ursula ) <eos>	notice ( francis , ursula ) <eos>
bob knows grace <eos>	know ( bob , grace ) <eos>	know ( bob , grace ) <eos>
henry meets francis <eos>	meet ( henry , francis ) <eos>	meet ( henry , francis ) <eos>
margaret meets ursula <eos>	meet ( margaret , ursula ) <eos>	meet ( margaret , ursula ) <eos>
neha likes zelda <eos>	like ( neha , zelda ) <eos>	like ( neha , zelda ) <eos>
every dog dislikes john <eos>	all x . ( dog ( x ) -> dislike ( x , john ) ) <eos>	all x . ( dog ( x ) -> like ( x , john ) ) <eos>
