source	target	prediction
every prion meets katherine <eos>	all x . ( prion ( x ) -> meet ( x , katherine ) ) <eos>	all x . ( prion ( x ) -> meet ( x , katherine ) ) <eos>
someone sees neha <eos>	exists x . ( person ( x ) & see ( x , neha ) ) <eos>	exists x . ( person ( x ) & see ( x , neha ) ) <eos>
someone sees alice <eos>	exists x . ( person ( x ) & see ( x , alice ) ) <eos>	exists x . ( person ( x ) & see ( x , alice ) ) <eos>
every person meets victor <eos>	all x . ( person ( x ) -> meet ( x , victor ) ) <eos>	all x . ( person ( x ) -> meet ( x , victor ) ) <eos>
every dog throws rachael <eos>	all x . ( dog ( x ) -> throw ( x , rachael ) ) <eos>	all x . ( dog ( x ) -> throw ( x , rachael ) ) <eos>
everyone likes ursula <eos>	all x . ( person ( x ) -> like ( x , ursula ) ) <eos>	all x . ( person ( x ) -> like ( x , ursula ) ) <eos>
every hoplite throws zelda <eos>	all x . ( hoplite ( x ) -> throw ( x , zelda ) ) <eos>	all x . ( hoplite ( x ) -> throw ( x , zelda ) ) <eos>
francis sees yvette <eos>	see ( francis , yvettte ) <eos>	see ( francis , yvettte ) <eos>
yvette throws bob <eos>	throw ( yvettte , bob ) <eos>	throw ( yvettte , bob ) <eos>
isla likes alice <eos>	like ( isla , alice ) <eos>	like ( isla , alice ) <eos>
zelda sees katherine <eos>	see ( zelda , katherine ) <eos>	see ( zelda , katherine ) <eos>
samuel dislikes quinn <eos>	dislike ( samuel , quinn ) <eos>	dislike ( samuel , quinn ) <eos>
lewis sees zelda <eos>	see ( lewis , zelda ) <eos>	see ( lewis , zelda ) <eos>
rachael meets xerxes <eos>	meet ( rachael , xerxes ) <eos>	meet ( rachael , xerxes ) <eos>
margaret throws claire <eos>	throw ( margaret , claire ) <eos>	throw ( margaret , claire ) <eos>
ursula sees francis <eos>	see ( ursula , francis ) <eos>	see ( ursula , francis ) <eos>
rachael dislikes isla <eos>	dislike ( rachael , isla ) <eos>	dislike ( rachael , isla ) <eos>
oswald meets ursula <eos>	meet ( oswald , ursula ) <eos>	meet ( oswald , ursula ) <eos>
samuel dislikes lewis <eos>	dislike ( samuel , lewis ) <eos>	dislike ( samuel , lewis ) <eos>
henry sees zelda <eos>	see ( henry , zelda ) <eos>	see ( henry , zelda ) <eos>
zelda dislikes lewis <eos>	dislike ( zelda , lewis ) <eos>	dislike ( zelda , lewis ) <eos>
daniel meets lewis <eos>	meet ( daniel , lewis ) <eos>	meet ( daniel , lewis ) <eos>
alice notices henry <eos>	notice ( alice , henry ) <eos>	notice ( alice , henry ) <eos>
grace throws rachael <eos>	throw ( grace , rachael ) <eos>	throw ( grace , rachael ) <eos>
grace likes claire <eos>	like ( grace , claire ) <eos>	like ( grace , claire ) <eos>
tracy likes claire <eos>	like ( tracy , claire ) <eos>	like ( tracy , claire ) <eos>
isla dislikes samuel <eos>	dislike ( isla , samuel ) <eos>	dislike ( isla , samuel ) <eos>
bob notices daniel <eos>	notice ( bob , daniel ) <eos>	notice ( bob , daniel ) <eos>
victor sees tracy <eos>	see ( victor , tracy ) <eos>	see ( victor , tracy ) <eos>
neha dislikes john <eos>	dislike ( neha , john ) <eos>	dislike ( neha , john ) <eos>
xerxes meets henry <eos>	meet ( xerxes , henry ) <eos>	meet ( xerxes , henry ) <eos>
grace dislikes quinn <eos>	dislike ( grace , quinn ) <eos>	dislike ( grace , quinn ) <eos>
ursula throws ursula <eos>	throw ( ursula , ursula ) <eos>	throw ( ursula , ursula ) <eos>
francis dislikes rachael <eos>	dislike ( francis , rachael ) <eos>	dislike ( francis , rachael ) <eos>
yvette likes herself <eos>	like ( yvettte , yvettte ) <eos>	like ( yvettte , yvettte ) <eos>
margaret knows francis <eos>	know ( margaret , francis ) <eos>	know ( margaret , francis ) <eos>
lewis notices francis <eos>	notice ( lewis , francis ) <eos>	notice ( lewis , francis ) <eos>
isla throws alice <eos>	throw ( isla , alice ) <eos>	throw ( isla , alice ) <eos>
henry throws daniel <eos>	throw ( henry , daniel ) <eos>	throw ( henry , daniel ) <eos>
grace sees margaret <eos>	see ( grace , margaret ) <eos>	see ( grace , margaret ) <eos>
henry knows yvette <eos>	know ( henry , yvettte ) <eos>	know ( henry , yvettte ) <eos>
isla dislikes zelda <eos>	dislike ( isla , zelda ) <eos>	dislike ( isla , zelda ) <eos>
neha dislikes quinn <eos>	dislike ( neha , quinn ) <eos>	dislike ( neha , quinn ) <eos>
alice notices grace <eos>	notice ( alice , grace ) <eos>	notice ( alice , grace ) <eos>
zelda sees zelda <eos>	see ( zelda , zelda ) <eos>	see ( zelda , zelda ) <eos>
eliza notices samuel <eos>	notice ( eliza , samuel ) <eos>	notice ( eliza , samuel ) <eos>
neha likes alice <eos>	like ( neha , alice ) <eos>	like ( neha , alice ) <eos>
claire sees john <eos>	see ( claire , john ) <eos>	see ( claire , john ) <eos>
xerxes notices zelda <eos>	notice ( xerxes , zelda ) <eos>	notice ( xerxes , zelda ) <eos>
rachael meets katherine <eos>	meet ( rachael , katherine ) <eos>	meet ( rachael , katherine ) <eos>
neha throws john <eos>	throw ( neha , john ) <eos>	throw ( neha , john ) <eos>
samuel throws daniel <eos>	throw ( samuel , daniel ) <eos>	throw ( samuel , daniel ) <eos>
everyone meets henry <eos>	all x . ( person ( x ) -> meet ( x , henry ) ) <eos>	all x . ( person ( x ) -> meet ( x , henry ) ) <eos>
every bear throws zelda <eos>	all x . ( bear ( x ) -> throw ( x , zelda ) ) <eos>	all x . ( bear ( x ) -> throw ( x , zelda ) ) <eos>
every actor meets isla <eos>	all x . ( actor ( x ) -> meet ( x , isla ) ) <eos>	all x . ( actor ( x ) -> meet ( x , isla ) ) <eos>
every prion dislikes isla <eos>	all x . ( prion ( x ) -> dislike ( x , isla ) ) <eos>	all x . ( prion ( x ) -> dislike ( x , isla ) ) <eos>
every dog sees isla <eos>	all x . ( dog ( x ) -> see ( x , isla ) ) <eos>	all x . ( dog ( x ) -> see ( x , isla ) ) <eos>
every prion throws tracy <eos>	all x . ( prion ( x ) -> throw ( x , tracy ) ) <eos>	all x . ( prion ( x ) -> throw ( x , tracy ) ) <eos>
every turtle knows himself <eos>	all x . ( turtle ( x ) -> know ( x , x ) ) <eos>	all x . ( turtle ( x ) -> know ( x , x ) ) <eos>
someone throws ursula <eos>	exists x . ( person ( x ) & throw ( x , ursula ) ) <eos>	exists x . ( person ( x ) & throw ( x , ursula ) ) <eos>
every person throws claire <eos>	all x . ( person ( x ) -> throw ( x , claire ) ) <eos>	all x . ( person ( x ) -> throw ( x , claire ) ) <eos>
everyone likes lewis <eos>	all x . ( person ( x ) -> like ( x , lewis ) ) <eos>	all x . ( person ( x ) -> like ( x , lewis ) ) <eos>
every person likes henry <eos>	all x . ( person ( x ) -> like ( x , henry ) ) <eos>	all x . ( person ( x ) -> like ( x , henry ) ) <eos>
every dog throws margaret <eos>	all x . ( dog ( x ) -> throw ( x , margaret ) ) <eos>	all x . ( dog ( x ) -> throw ( x , margaret ) ) <eos>
every bear throws tracy <eos>	all x . ( bear ( x ) -> throw ( x , tracy ) ) <eos>	all x . ( bear ( x ) -> throw ( x , tracy ) ) <eos>
every turtle sees quinn <eos>	all x . ( turtle ( x ) -> see ( x , quinn ) ) <eos>	all x . ( turtle ( x ) -> see ( x , quinn ) ) <eos>
every bear throws quinn <eos>	all x . ( bear ( x ) -> throw ( x , quinn ) ) <eos>	all x . ( bear ( x ) -> throw ( x , quinn ) ) <eos>
isla throws tracy <eos>	throw ( isla , tracy ) <eos>	throw ( isla , tracy ) <eos>
bob sees katherine <eos>	see ( bob , katherine ) <eos>	see ( bob , katherine ) <eos>
isla sees tracy <eos>	see ( isla , tracy ) <eos>	see ( isla , tracy ) <eos>
winnifred likes lewis <eos>	like ( winnifred , lewis ) <eos>	like ( winnifred , lewis ) <eos>
claire dislikes rachael <eos>	dislike ( claire , rachael ) <eos>	dislike ( claire , rachael ) <eos>
margaret knows claire <eos>	know ( margaret , claire ) <eos>	know ( margaret , claire ) <eos>
neha knows katherine <eos>	know ( neha , katherine ) <eos>	know ( neha , katherine ) <eos>
xerxes dislikes xerxes <eos>	dislike ( xerxes , xerxes ) <eos>	dislike ( xerxes , xerxes ) <eos>
claire throws francis <eos>	throw ( claire , francis ) <eos>	throw ( claire , francis ) <eos>
francis dislikes grace <eos>	dislike ( francis , grace ) <eos>	dislike ( francis , grace ) <eos>
oswald likes henry <eos>	like ( oswald , henry ) <eos>	like ( oswald , henry ) <eos>
francis likes himself <eos>	like ( francis , francis ) <eos>	like ( francis , francis ) <eos>
claire notices alice <eos>	notice ( claire , alice ) <eos>	notice ( claire , alice ) <eos>
zelda throws yvette <eos>	throw ( zelda , yvettte ) <eos>	throw ( zelda , yvettte ) <eos>
rachael meets claire <eos>	meet ( rachael , claire ) <eos>	meet ( rachael , claire ) <eos>
claire sees grace <eos>	see ( claire , grace ) <eos>	see ( claire , grace ) <eos>
oswald knows daniel <eos>	know ( oswald , daniel ) <eos>	know ( oswald , daniel ) <eos>
tracy likes yvette <eos>	like ( tracy , yvettte ) <eos>	like ( tracy , yvettte ) <eos>
alice meets winnifred <eos>	meet ( alice , winnifred ) <eos>	meet ( alice , winnifred ) <eos>
neha meets ursula <eos>	meet ( neha , ursula ) <eos>	meet ( neha , ursula ) <eos>
neha sees zelda <eos>	see ( neha , zelda ) <eos>	see ( neha , zelda ) <eos>
francis throws ursula <eos>	throw ( francis , ursula ) <eos>	throw ( francis , ursula ) <eos>
john meets oswald <eos>	meet ( john , oswald ) <eos>	meet ( john , oswald ) <eos>
john likes victor <eos>	like ( john , victor ) <eos>	like ( john , victor ) <eos>
isla notices grace <eos>	notice ( isla , grace ) <eos>	notice ( isla , grace ) <eos>
every prion sees henry <eos>	all x . ( prion ( x ) -> see ( x , henry ) ) <eos>	all x . ( prion ( x ) -> see ( x , henry ) ) <eos>
every condor likes ursula <eos>	all x . ( condor ( x ) -> like ( x , ursula ) ) <eos>	all x . ( condor ( x ) -> like ( x , ursula ) ) <eos>
every hoplite likes grace <eos>	all x . ( hoplite ( x ) -> like ( x , grace ) ) <eos>	all x . ( hoplite ( x ) -> like ( x , grace ) ) <eos>
every bear dislikes isla <eos>	all x . ( bear ( x ) -> dislike ( x , isla ) ) <eos>	all x . ( bear ( x ) -> dislike ( x , isla ) ) <eos>
everyone likes yvette <eos>	all x . ( person ( x ) -> like ( x , yvettte ) ) <eos>	all x . ( person ( x ) -> like ( x , yvettte ) ) <eos>
everyone sees daniel <eos>	all x . ( person ( x ) -> see ( x , daniel ) ) <eos>	all x . ( person ( x ) -> see ( x , daniel ) ) <eos>
every dog sees isla <eos>	all x . ( dog ( x ) -> see ( x , isla ) ) <eos>	all x . ( dog ( x ) -> see ( x , isla ) ) <eos>
every bear dislikes oswald <eos>	all x . ( bear ( x ) -> dislike ( x , oswald ) ) <eos>	all x . ( bear ( x ) -> dislike ( x , oswald ) ) <eos>
everyone likes claire <eos>	all x . ( person ( x ) -> like ( x , claire ) ) <eos>	all x . ( person ( x ) -> like ( x , claire ) ) <eos>
every actor throws neha <eos>	all x . ( actor ( x ) -> throw ( x , neha ) ) <eos>	all x . ( actor ( x ) -> throw ( x , neha ) ) <eos>
every dog notices katherine <eos>	all x . ( dog ( x ) -> notice ( x , katherine ) ) <eos>	all x . ( dog ( x ) -> notice ( x , katherine ) ) <eos>
everyone knows daniel <eos>	all x . ( person ( x ) -> know ( x , daniel ) ) <eos>	all x . ( person ( x ) -> know ( x , daniel ) ) <eos>
every prion likes lewis <eos>	all x . ( prion ( x ) -> like ( x , lewis ) ) <eos>	all x . ( prion ( x ) -> like ( x , lewis ) ) <eos>
every turtle knows victor <eos>	all x . ( turtle ( x ) -> know ( x , victor ) ) <eos>	all x . ( turtle ( x ) -> know ( x , victor ) ) <eos>
someone sees victor <eos>	exists x . ( person ( x ) & see ( x , victor ) ) <eos>	exists x . ( person ( x ) & see ( x , victor ) ) <eos>
katherine likes tracy <eos>	like ( katherine , tracy ) <eos>	like ( katherine , tracy ) <eos>
neha sees tracy <eos>	see ( neha , tracy ) <eos>	see ( neha , tracy ) <eos>
yvette likes francis <eos>	like ( yvettte , francis ) <eos>	like ( yvettte , francis ) <eos>
ursula sees margaret <eos>	see ( ursula , margaret ) <eos>	see ( ursula , margaret ) <eos>
yvette likes katherine <eos>	like ( yvettte , katherine ) <eos>	like ( yvettte , katherine ) <eos>
every prion meets john <eos>	all x . ( prion ( x ) -> meet ( x , john ) ) <eos>	all x . ( prion ( x ) -> meet ( x , john ) ) <eos>
every actor sees winnifred <eos>	all x . ( actor ( x ) -> see ( x , winnifred ) ) <eos>	all x . ( actor ( x ) -> see ( x , winnifred ) ) <eos>
someone knows henry <eos>	exists x . ( person ( x ) & know ( x , henry ) ) <eos>	exists x . ( person ( x ) & know ( x , henry ) ) <eos>
every person meets tracy <eos>	all x . ( person ( x ) -> meet ( x , tracy ) ) <eos>	all x . ( person ( x ) -> meet ( x , tracy ) ) <eos>
every dog notices daniel <eos>	all x . ( dog ( x ) -> notice ( x , daniel ) ) <eos>	all x . ( dog ( x ) -> notice ( x , daniel ) ) <eos>
eliza sees claire <eos>	see ( eliza , claire ) <eos>	see ( eliza , claire ) <eos>
winnifred meets xerxes <eos>	meet ( winnifred , xerxes ) <eos>	meet ( winnifred , xerxes ) <eos>
yvette notices patricia <eos>	notice ( yvettte , patricia ) <eos>	notice ( yvettte , patricia ) <eos>
neha dislikes lewis <eos>	dislike ( neha , lewis ) <eos>	dislike ( neha , lewis ) <eos>
patricia meets oswald <eos>	meet ( patricia , oswald ) <eos>	meet ( patricia , oswald ) <eos>
eliza notices isla <eos>	notice ( eliza , isla ) <eos>	notice ( eliza , isla ) <eos>
samuel dislikes lewis <eos>	dislike ( samuel , lewis ) <eos>	dislike ( samuel , lewis ) <eos>
quinn meets zelda <eos>	meet ( quinn , zelda ) <eos>	meet ( quinn , zelda ) <eos>
rachael notices xerxes <eos>	notice ( rachael , xerxes ) <eos>	notice ( rachael , xerxes ) <eos>
daniel knows henry <eos>	know ( daniel , henry ) <eos>	know ( daniel , henry ) <eos>
every dog meets francis <eos>	all x . ( dog ( x ) -> meet ( x , francis ) ) <eos>	all x . ( dog ( x ) -> meet ( x , francis ) ) <eos>
someone notices francis <eos>	exists x . ( person ( x ) & notice ( x , francis ) ) <eos>	exists x . ( person ( x ) & notice ( x , francis ) ) <eos>
every bear likes katherine <eos>	all x . ( bear ( x ) -> like ( x , katherine ) ) <eos>	all x . ( bear ( x ) -> like ( x , katherine ) ) <eos>
every bear throws henry <eos>	all x . ( bear ( x ) -> throw ( x , henry ) ) <eos>	all x . ( bear ( x ) -> throw ( x , henry ) ) <eos>
every hoplite dislikes victor <eos>	all x . ( hoplite ( x ) -> dislike ( x , victor ) ) <eos>	all x . ( hoplite ( x ) -> dislike ( x , victor ) ) <eos>
rachael throws bob <eos>	throw ( rachael , bob ) <eos>	throw ( rachael , bob ) <eos>
samuel notices ursula <eos>	notice ( samuel , ursula ) <eos>	notice ( samuel , ursula ) <eos>
margaret meets margaret <eos>	meet ( margaret , margaret ) <eos>	meet ( margaret , margaret ) <eos>
oswald notices john <eos>	notice ( oswald , john ) <eos>	notice ( oswald , john ) <eos>
xerxes likes rachael <eos>	like ( xerxes , rachael ) <eos>	like ( xerxes , rachael ) <eos>
samuel notices zelda <eos>	notice ( samuel , zelda ) <eos>	notice ( samuel , zelda ) <eos>
isla sees lewis <eos>	see ( isla , lewis ) <eos>	see ( isla , lewis ) <eos>
daniel sees henry <eos>	see ( daniel , henry ) <eos>	see ( daniel , henry ) <eos>
john sees winnifred <eos>	see ( john , winnifred ) <eos>	see ( john , winnifred ) <eos>
victor notices claire <eos>	notice ( victor , claire ) <eos>	notice ( victor , claire ) <eos>
katherine knows grace <eos>	know ( katherine , grace ) <eos>	know ( katherine , grace ) <eos>
alice likes lewis <eos>	like ( alice , lewis ) <eos>	like ( alice , lewis ) <eos>
bob sees henry <eos>	see ( bob , henry ) <eos>	see ( bob , henry ) <eos>
quinn notices xerxes <eos>	notice ( quinn , xerxes ) <eos>	notice ( quinn , xerxes ) <eos>
rachael dislikes yvette <eos>	dislike ( rachael , yvettte ) <eos>	dislike ( rachael , yvettte ) <eos>
every condor throws zelda <eos>	all x . ( condor ( x ) -> throw ( x , zelda ) ) <eos>	all x . ( condor ( x ) -> throw ( x , zelda ) ) <eos>
someone dances <eos>	exists x . ( person ( x ) & dance ( x ) ) <eos>	exists x . ( person ( x ) & dance ( x ) ) <eos>
every actor sings <eos>	all x . ( actor ( x ) -> sing ( x ) ) <eos>	all x . ( actor ( x ) -> sing ( x ) ) <eos>
every turtle dances <eos>	all x . ( turtle ( x ) -> dance ( x ) ) <eos>	all x . ( turtle ( x ) -> dance ( x ) ) <eos>
tracy meets daniel <eos>	meet ( tracy , daniel ) <eos>	meet ( tracy , daniel ) <eos>
henry meets rachael <eos>	meet ( henry , rachael ) <eos>	meet ( henry , rachael ) <eos>
tracy meets ursula <eos>	meet ( tracy , ursula ) <eos>	meet ( tracy , ursula ) <eos>
yvette knows xerxes <eos>	know ( yvettte , xerxes ) <eos>	know ( yvettte , xerxes ) <eos>
xerxes sees margaret <eos>	see ( xerxes , margaret ) <eos>	see ( xerxes , margaret ) <eos>
claire likes neha <eos>	like ( claire , neha ) <eos>	like ( claire , neha ) <eos>
every dog meets margaret <eos>	all x . ( dog ( x ) -> meet ( x , margaret ) ) <eos>	all x . ( dog ( x ) -> meet ( x , margaret ) ) <eos>
every prion meets yvette <eos>	all x . ( prion ( x ) -> meet ( x , yvettte ) ) <eos>	all x . ( prion ( x ) -> meet ( x , yvettte ) ) <eos>
every actor dislikes rachael <eos>	all x . ( actor ( x ) -> dislike ( x , rachael ) ) <eos>	all x . ( actor ( x ) -> dislike ( x , rachael ) ) <eos>
every actor knows patricia <eos>	all x . ( actor ( x ) -> know ( x , patricia ) ) <eos>	all x . ( actor ( x ) -> know ( x , patricia ) ) <eos>
everyone throws victor <eos>	all x . ( person ( x ) -> throw ( x , victor ) ) <eos>	all x . ( person ( x ) -> throw ( x , victor ) ) <eos>
winnifred likes yvette <eos>	like ( winnifred , yvettte ) <eos>	like ( winnifred , yvettte ) <eos>
winnifred notices zelda <eos>	notice ( winnifred , zelda ) <eos>	notice ( winnifred , zelda ) <eos>
victor meets quinn <eos>	meet ( victor , quinn ) <eos>	meet ( victor , quinn ) <eos>
tracy sees francis <eos>	see ( tracy , francis ) <eos>	see ( tracy , francis ) <eos>
zelda dislikes winnifred <eos>	dislike ( zelda , winnifred ) <eos>	dislike ( zelda , winnifred ) <eos>
every condor likes claire <eos>	all x . ( condor ( x ) -> like ( x , claire ) ) <eos>	all x . ( condor ( x ) -> like ( x , claire ) ) <eos>
every hoplite throws winnifred <eos>	all x . ( hoplite ( x ) -> throw ( x , winnifred ) ) <eos>	all x . ( hoplite ( x ) -> throw ( x , winnifred ) ) <eos>
every actor sees isla <eos>	all x . ( actor ( x ) -> see ( x , isla ) ) <eos>	all x . ( actor ( x ) -> see ( x , isla ) ) <eos>
every dog likes patricia <eos>	all x . ( dog ( x ) -> like ( x , patricia ) ) <eos>	all x . ( dog ( x ) -> like ( x , patricia ) ) <eos>
every person knows daniel <eos>	all x . ( person ( x ) -> know ( x , daniel ) ) <eos>	all x . ( person ( x ) -> know ( x , daniel ) ) <eos>
katherine dislikes john <eos>	dislike ( katherine , john ) <eos>	dislike ( katherine , john ) <eos>
yvette likes rachael <eos>	like ( yvettte , rachael ) <eos>	like ( yvettte , rachael ) <eos>
francis throws samuel <eos>	throw ( francis , samuel ) <eos>	throw ( francis , samuel ) <eos>
isla throws katherine <eos>	throw ( isla , katherine ) <eos>	throw ( isla , katherine ) <eos>
tracy dislikes herself <eos>	dislike ( tracy , tracy ) <eos>	dislike ( tracy , tracy ) <eos>
isla dislikes victor <eos>	dislike ( isla , victor ) <eos>	dislike ( isla , victor ) <eos>
henry sees daniel <eos>	see ( henry , daniel ) <eos>	see ( henry , daniel ) <eos>
margaret likes francis <eos>	like ( margaret , francis ) <eos>	like ( margaret , francis ) <eos>
samuel likes xerxes <eos>	like ( samuel , xerxes ) <eos>	like ( samuel , xerxes ) <eos>
zelda knows grace <eos>	know ( zelda , grace ) <eos>	know ( zelda , grace ) <eos>
henry sees xerxes <eos>	see ( henry , xerxes ) <eos>	see ( henry , xerxes ) <eos>
alice meets francis <eos>	meet ( alice , francis ) <eos>	meet ( alice , francis ) <eos>
patricia notices quinn <eos>	notice ( patricia , quinn ) <eos>	notice ( patricia , quinn ) <eos>
patricia dislikes samuel <eos>	dislike ( patricia , samuel ) <eos>	dislike ( patricia , samuel ) <eos>
patricia throws bob <eos>	throw ( patricia , bob ) <eos>	throw ( patricia , bob ) <eos>
xerxes dislikes eliza <eos>	dislike ( xerxes , eliza ) <eos>	dislike ( xerxes , eliza ) <eos>
winnifred sees neha <eos>	see ( winnifred , neha ) <eos>	see ( winnifred , neha ) <eos>
quinn notices margaret <eos>	notice ( quinn , margaret ) <eos>	notice ( quinn , margaret ) <eos>
francis sees quinn <eos>	see ( francis , quinn ) <eos>	see ( francis , quinn ) <eos>
bob knows zelda <eos>	know ( bob , zelda ) <eos>	know ( bob , zelda ) <eos>
henry likes tracy <eos>	like ( henry , tracy ) <eos>	like ( henry , tracy ) <eos>
isla dislikes yvette <eos>	dislike ( isla , yvettte ) <eos>	dislike ( isla , yvettte ) <eos>
claire likes henry <eos>	like ( claire , henry ) <eos>	like ( claire , henry ) <eos>
claire knows herself <eos>	know ( claire , claire ) <eos>	know ( claire , claire ) <eos>
zelda sees lewis <eos>	see ( zelda , lewis ) <eos>	see ( zelda , lewis ) <eos>
henry notices daniel <eos>	notice ( henry , daniel ) <eos>	notice ( henry , daniel ) <eos>
victor notices ursula <eos>	notice ( victor , ursula ) <eos>	notice ( victor , ursula ) <eos>
bob notices alice <eos>	notice ( bob , alice ) <eos>	notice ( bob , alice ) <eos>
john throws samuel <eos>	throw ( john , samuel ) <eos>	throw ( john , samuel ) <eos>
patricia dislikes katherine <eos>	dislike ( patricia , katherine ) <eos>	dislike ( patricia , katherine ) <eos>
every bear notices rachael <eos>	all x . ( bear ( x ) -> notice ( x , rachael ) ) <eos>	all x . ( bear ( x ) -> notice ( x , rachael ) ) <eos>
every actor sees daniel <eos>	all x . ( actor ( x ) -> see ( x , daniel ) ) <eos>	all x . ( actor ( x ) -> see ( x , daniel ) ) <eos>
